region_name,location_name,common_name,latin_name,shark_id,max_sph,ave_sph,ratio,ref in cortes?
Western Atlantic,Trinidad and Tobago,Requiem Shark,Unknown sp.,292,0.12244898,0.102040816,0.833333333,
Western Atlantic,Trinidad and Tobago,Scalloped hammerhead shark,Sphyrna lewini,193,0.024390244,0.024390244,1,x
Western Atlantic,Trinidad and Tobago,Sharpnose shark (Atlantic/Carib),Rhizoprionodon sp.,17,0.12195122,0.076831342,0.630017007,x
Western Atlantic,Trinidad and Tobago,Silky shark,Carcharhinus falciformis,413,0.024390244,0.024390244,1,
Western Atlantic,Trinidad and Tobago,Smooth dogfish,Mustelus canis,349,0.081632653,0.053011448,0.649390244,x
Western Atlantic,Trinidad and Tobago,Southern stingray,Hypanus americanus,28,0.473684211,0.210505024,0.444399495,
Western Atlantic,Trinidad and Tobago,Tiger shark,Galeocerdo cuvier,19,0.040816327,0.030612245,0.75,
Western Atlantic,Trinidad and Tobago,Unknown eagle ray,Unknown sp.,299,0.083333333,0.051870748,0.62244898,
Western Atlantic,Trinidad and Tobago,Unknown Ray,Unknown sp.,51,0.052631579,0.052631579,1,
Western Atlantic,Trinidad and Tobago,Whiprays,Himantura sp.,295,0.026315789,0.026315789,1,
Western Atlantic,Trinidad and Tobago,Whitespotted eagle ray,Aetobatus narinari,25,0.041666667,0.031037415,0.744897959,
Western Atlantic,Turks and Caicos,Caribbean reef shark,Carcharhinus perezi,24,0.631578947,0.335789474,0.531666667,
Western Atlantic,Turks and Caicos,Nurse shark,Ginglymostoma cirratum,23,0.32,0.265263158,0.828947368,
Western Atlantic,Turks and Caicos,Southern stingray,Hypanus americanus,28,0.052631579,0.052631579,1,
Western Atlantic,Turks and Caicos,Tiger shark,Galeocerdo cuvier,19,0.04,0.04,1,
Western Atlantic,Turks and Caicos,Unknown Ray,Unknown sp.,51,0.052631579,0.052631579,1,
Western Atlantic,Turks and Caicos,Whitespotted eagle ray,Aetobatus narinari,25,0.052631579,0.052631579,1,
Western Atlantic,USA-Western Atlantic,Blacknose shark,Carcharhinus acronotus,18,0.05,0.0375,0.75,x
Western Atlantic,USA-Western Atlantic,Bonnethead shark,Sphyrna tiburo,16,0.209302326,0.135385352,0.646841125,x
Western Atlantic,USA-Western Atlantic,Caribbean numbfish,Narcine bancroftii,404,0.025,0.025,1,
Western Atlantic,USA-Western Atlantic,Caribbean reef shark,Carcharhinus perezi,24,0.097560976,0.065969465,0.676187016,
Western Atlantic,USA-Western Atlantic,Eagle Rays,Aetobatus sp.,296,0.023255814,0.023255814,1,
Western Atlantic,USA-Western Atlantic,Great hammerhead shark,Sphyrna mokarran,21,0.025,0.024847561,0.993902439,
Western Atlantic,USA-Western Atlantic,Hammerhead,Sphyrna sp.,294,0.05,0.0375,0.75,
Western Atlantic,USA-Western Atlantic,Lemon shark,Negaprion brevirostris,20,0.075,0.04987163,0.664955071,
Western Atlantic,USA-Western Atlantic,Nurse shark,Ginglymostoma cirratum,23,0.325581395,0.181714822,0.558124096,
Western Atlantic,USA-Western Atlantic,Requiem Shark,Unknown sp.,292,0.023255814,0.023255814,1,
Western Atlantic,USA-Western Atlantic,Sharpnose shark (Atlantic/Carib),Rhizoprionodon sp.,17,0.1,0.049127907,0.49127907,x
Western Atlantic,USA-Western Atlantic,Southern stingray,Hypanus americanus,28,0.111111111,0.063479759,0.571317829,
Western Atlantic,USA-Western Atlantic,Tiger shark,Galeocerdo cuvier,19,0.025,0.025,1,
Western Atlantic,USA-Western Atlantic,Unknown Ray,Unknown sp.,51,0.023255814,0.023255814,1,
Western Atlantic,USA-Western Atlantic,Whitespotted eagle ray,Aetobatus narinari,25,0.093023256,0.047674419,0.5125,
Western Atlantic,USA-Western Atlantic,Yellow round ray,Urobatis jamaicensis,26,0.375,0.167772653,0.447393741,
