,a50x__0,a50x__1,a50x__2,a50x__3,a50x__4,a50x__5,a50x__6,a50x__7,a50x__8,a50x__9,a50x__10,a50x__11,a50x__12,a50x__13,a50x__14,a50x__15,a50x__16,a50x__17,a50x__18,a50x__19,a50x__20,a50x__21,Lmax,Depth,Interbirth_interval,Amax,Litter,Offspring_size,Trophic,Temperature,Sx__0,Sx__1,Sx__2,Sx__3,Sx__4,Sx__5,Sx__6,Sx__7,Sx__8,Sx__9,Sx__10,Sx__11,Sx__12,Sx__13,Sx__14,Sx__15,Sx__16,Sx__17,Sx__18,Sx__19,Sx__20,Sx__21,Depth-S,K-S,Amax-S,Trophic-S,Temperature-S,Ga50,a50_sigma,GS,S_sigma,mu_a50__0,mu_a50__1,mu_a50__2,mu_a50__3,mu_a50__4,mu_a50__5,mu_a50__6,mu_a50__7,mu_a50__8,mu_a50__9,mu_a50__10,mu_a50__11,mu_a50__12,mu_a50__13,mu_a50__14,mu_a50__15,mu_a50__16,mu_a50__17,mu_a50__18,mu_a50__19,mu_a50__20,mu_a50__21,mu_S__0,mu_S__1,mu_S__2,mu_S__3,mu_S__4,mu_S__5,mu_S__6,mu_S__7,mu_S__8,mu_S__9,mu_S__10,mu_S__11,mu_S__12,mu_S__13,mu_S__14,mu_S__15,mu_S__16,mu_S__17,mu_S__18,mu_S__19,mu_S__20,mu_S__21,S2
84,10.042474027408357,6.621906410964665,8.446217806011457,7.504905865376197,4.500386327214619,4.991041806531961,4.5156382854442905,6.196608529532826,10.458390627873193,6.681901919324823,14.392030796447507,12.061124149500342,12.14859544974433,7.583724254715321,8.887675652460349,5.465425405803727,3.192205474944931,14.748281277782953,9.257213499678313,4.096085422246605,7.796499812615042,9.596716013937414,2.14703435954818,0.07319996144397813,2.5023105438342355,3.236645145787284,2.177869736675948,-0.1110315317460235,2.2398207668420476,-1.4863017728832628,2.6957090323956963,2.1556954687350647,1.4618113815907212,3.039700305211882,2.538411598494658,3.2791013442463566,3.427613482185695,1.3431171085992653,0.3981417446285392,1.5985308761967252,1.8879668938825909,1.7572193881553249,2.104017898535766,2.4657975059627875,1.5790768035599465,1.5640268444468048,2.839819850061583,1.8599673323108488,2.0211688648776,3.0666345139439923,3.845658928527194,2.6290793311561083,0.4938361705401713,8.641813884943073,-0.9163229657865174,0.0033930444454533587,-2.1619256251902454,7.910308567538244,2.9388856919433755,2.3317293123684486,0.7464347145780974,6.017549144977489,1.6006659228654934,2.2898774946836475,1.348565554048388,4.513971144265434,5.004626623582776,4.529223102495105,5.87708059085956,10.138862689199923,6.362373980651556,21.86370139118111,19.86038613927934,19.947857439523325,3.906360752969164,5.210312150714191,6.760647578495449,4.305899636106556,18.60836611792439,13.117298339819753,7.691734291789306,2.1992750460526787,8.030413684074574,2.040083493775783,6.6497859508572645,2.7508251609437977,4.328714084564958,3.1322771852150115,2.9682656759014736,3.116777813840812,1.3284246296772844,0.3834492657065583,1.6685386645092428,1.1599384494216725,0.650051211441109,0.9968497218215502,2.46379542007057,1.5770746744586597,2.1910279625689766,2.175647275875922,0.484258982610879,0.6454605151776303,2.6209111007326085,5.061205851607185,1.1649034069262163,0.008509138512554774
85,11.516194745215259,6.254934199755725,8.024741227089228,7.059946908998615,4.306969330507508,4.806611730575855,4.308850390917068,6.225959034089868,10.50474954535445,6.731030098996267,11.634449333816056,11.614266080064299,11.77532211137147,9.325168044238037,10.597931080108244,3.465990824480188,3.82121738466604,13.391788756473785,7.807855332016187,4.8967947176188655,9.709453369587004,11.352117454469283,0.8097808755690103,0.3777319417678201,2.959451676158809,3.2973553771942554,3.587501065141933,-0.1277281540715675,6.862655258229908,-1.8318223616089575,2.5904148025356912,3.0008516810556056,1.732786519084863,3.5821819040024794,2.7822204890227566,3.4307546015938395,3.338895827852291,1.1059615157256015,0.181999624139102,1.376726542304768,2.302178813506359,1.9214709647521417,2.265593351951588,2.3262211058689055,1.5625262498777512,1.301980079662098,2.601250702219195,1.2017296999061664,1.3609851795630903,3.241413096999662,3.4704881733888713,2.0150063563724023,0.2288713531969539,6.402743583149061,-0.469847896194502,0.21864654545146905,0.4984513530444593,8.086255435273873,3.9964301989486897,2.4619291601076396,0.9330548428553287,6.026757232669109,1.5820318345068036,2.3064865597799638,1.3416922416893506,4.507315280167916,5.006957680236263,4.509196340577476,5.858136204233999,10.13692671549858,6.363207269140397,21.88513333387808,19.833518296037038,19.99457432734421,3.9172460321360365,5.190009068006244,6.739829618612714,4.308229356864807,18.64486162485349,13.06092820039589,7.697651638278721,2.2333562769750364,7.988296568527217,1.9944859381014188,6.292239300829305,2.6495240288960606,4.4989194138136765,3.1573141364130417,3.1355526105153957,3.0436938367738473,1.3174838961132693,0.39352200452676994,1.6510035827380067,1.1791239933143942,0.6659110269248009,1.0100334141242469,2.3364659064064717,1.5727710184015993,2.0412478483643346,2.2861645120881215,0.48685439400469593,0.6461098736616199,2.571693521204177,4.570882507923065,1.1926405162469147,0.008818403603222676
86,9.228352788272357,5.222982371227657,6.884169937098757,5.960399694716768,6.123623947414567,6.6194278177908785,6.121981935612044,6.3102770461506275,10.560688971440813,6.793177441979324,11.995698019972666,11.10267001574858,11.249171014784615,11.955859741094457,13.22043625626649,6.33998295097101,1.3887585233392572,13.637546131157517,8.15721695643709,4.829968736230514,6.902331385502336,8.569574832732881,0.8097120304465248,1.7924288872042085,1.8512885022178687,2.77381910844145,3.226829323052581,0.32728530114002646,-0.9247633348505643,0.051711248900656266,2.4217787898416527,3.578401794072012,1.838932578986048,3.2506807101509607,2.909786412815156,3.415781753246415,3.5308327076703883,1.1351672388956813,0.19707689470429074,1.4501180215461529,2.069299146291081,1.7302069247852039,2.0449828289334597,2.6473761422253315,1.6081824114668646,1.5447524509707011,2.41615609163345,1.0406553323930852,1.1909483500257827,3.317016472481386,4.125279261817031,1.839606019069619,0.2672275827160331,4.896394080970463,-0.5863666440520445,0.2840046554301183,0.4448500717633651,8.355909733049312,2.4613650420317654,2.5815843807965497,1.174081948177669,6.018812282064707,1.5962854507666002,2.2926231022111634,1.3688528598291747,4.523169130812498,5.01897300118881,4.521527119009975,5.888661195289859,10.139073120580042,6.371561591118556,21.903754334614206,19.799016644840908,19.945517643876943,3.9368106941457985,5.201387209317834,6.76038784303385,4.302417561562918,18.56762250343127,13.087293328710842,7.713368202131876,2.2107357874722804,8.00644590993118,1.996063065189864,6.301217264423989,2.7457729768086243,4.157521107973538,3.105812173772236,3.0992098200936833,3.2142607745176566,1.3253561597034336,0.3872658155120429,1.68829754856983,1.145844331834755,0.6672027022413085,0.9819786063895644,2.569934868871947,1.53074111363151,2.1274093012220407,2.263487774465171,0.4902279210994184,0.640520938732116,2.648356150569565,5.011886417865037,1.2046515005344283,0.008346911607274035
87,9.449253287452498,5.5525607582244065,7.2476562632651005,6.291537991141955,6.215037185527711,6.701610966331466,6.214839566261784,6.245833043356547,10.539446651232039,6.763253897281017,11.430620607780833,10.528656938409206,10.657010465027495,12.564329984652192,13.854234160675698,6.379460193065962,1.1899950873340457,13.342174535154909,7.747380886078911,4.718803831077823,7.106385099239143,8.26826178422781,0.6842411370995864,1.9017952971535967,2.0160452743693575,3.161207123974903,3.3970807401118055,0.382671426929553,-1.294509592911703,0.6825414512423044,2.3356349025671044,3.5182317221275823,1.6050001876517552,3.170000425671278,2.961443087162284,3.4461677693649375,3.5315367048959585,1.1718922420511408,0.2301564349768341,1.4080124597668406,1.9861033795864507,1.6325445063374961,1.959930206479077,2.526863921676641,1.8007554219982214,1.6202015480834677,2.250149600655934,0.97811295771254,1.1425421966940816,3.244418815977856,4.228921868469571,1.7335269661646187,0.3822330526939412,4.382718884054057,-0.7606566723294993,0.15585860316025682,0.28754317295596704,8.074205498569167,2.4175135801392558,2.504287529227749,1.1977857363490603,6.018131378221827,1.5682663681161868,2.2984556137999093,1.3423373416767639,4.5141925412333,5.000766322037054,4.513994921967373,5.8366581481072455,10.130271755982738,6.354079002031716,21.830087726968927,19.80940847574424,19.937762002362533,3.9079400989056277,5.1978442749291345,6.778010790045089,4.312571691693547,18.683929250338625,13.089135601262626,7.71324099944015,2.2209995570716585,7.950259320862373,2.013438242408722,6.178981314453843,2.640286610198067,4.20528684821759,3.019586742396994,3.045489778149906,3.130858713680927,1.3277501488688568,0.3860143417945498,1.6068263322690115,1.1515235440488423,0.6711203646706682,0.9985060648122489,2.2846840193317695,1.5585754977397555,2.087254595493217,2.236880187484207,0.4794146040229898,0.6438438430045313,2.5322523249502513,5.083009888535113,1.200563319539614,0.00821022543973785
88,9.824764936216342,5.931816040879201,7.845372405320531,6.906879697043958,6.133098967411514,6.650938081131954,6.136803148955252,6.217655633364152,10.502731221639957,6.708912713871623,11.39700294493398,10.424124362166193,10.472262427681311,11.859133553207672,13.08975375095333,6.04774771234754,0.8872801377577985,13.374833439072043,7.888933729237761,4.270029922887518,7.538600640909617,8.919421275968507,1.337575885027072,1.6346102475151154,2.229327984887122,3.000087474157661,3.642481077761828,0.2706905409165701,-1.366718942271639,0.4995222412020587,2.4353661736639856,4.089815312589567,1.4583918316216076,3.1934189375761437,2.95582269208345,3.3790021651493545,3.506816483244212,1.1362163396477174,0.1870341736054197,1.4184139101934106,1.9535893249095362,1.7452556756251103,2.0559547267052953,2.571376616195731,1.5867626018252505,1.5974787745411412,2.279784251269476,1.1193284558826198,1.2963196805910204,3.4514663333332884,4.2578824156312045,1.8911723295054146,0.37620814823934073,4.092433769354593,-1.0463023904052835,0.6320806924767203,-0.07946595930230932,7.740550721138542,2.450457610538757,2.4366591607183388,1.008089556719601,6.029924762553934,1.5872186691838779,2.2835837355816513,1.345091027305078,4.481641702443417,4.999480816163857,4.485345883987155,5.865037322808366,10.150112911084172,6.356294403315838,21.8779859314714,19.901430838319996,19.949568903835114,3.935087833654301,5.165708031399959,6.761051777888444,4.299429895733686,18.57966307389976,13.093763364065483,7.701791680070106,2.202540201283028,7.9763439769092,2.1522320176312397,6.773232177524026,2.6240064959512286,4.359033601905765,3.003992852593317,2.998740283879506,3.1265546019743633,1.334342142718954,0.385159976676656,1.6566505324189178,1.1574761818751735,0.6538846275322188,0.9645836786124038,2.5239007896480783,1.5392867548154283,2.1105162656979624,2.220309065235431,0.4877758410138933,0.6647670657222937,2.6507411678628308,5.00753709959883,1.1719459845014428,0.008112092918536365
89,9.649214609531143,8.10726182885498,10.773058238416313,9.830109975703191,6.057385621101321,6.5493086215511465,6.04609326616136,5.168263247398604,9.464045968476373,5.708620497171768,9.664664372440466,9.200168354091279,9.259529142394458,9.556535554666823,10.825151802997107,6.925342838173142,1.0823428073666765,14.57007141070491,9.041883376437442,2.370132285181862,8.988858364033433,10.312071804476094,4.360059816806492,0.7249646750974484,2.1206355722494776,2.4711815247123625,2.910025963212913,0.5527537772572051,3.395065743233584,-2.621992691419779,2.51660724009526,1.9113745548485437,1.706868429155243,3.4462383129988963,2.5039420687308533,3.566169062108749,3.5777427070974612,1.3436341036688142,0.44832897578159675,1.5957585452624836,2.6027661449450648,1.7565222772922247,2.1121742470298215,2.054177577951487,1.155675255967972,1.9032764311650165,2.290153948457585,2.1802536603568385,2.3493118936284474,2.78436075957296,2.824312455319435,2.0948280432531474,0.40960436956131957,8.442818008246729,-0.748145084379566,-2.897065474417931,-1.2354045354141703,8.85655147558283,3.3761359260786463,1.9045472684420275,0.7664847367359567,6.041011691636717,1.592481963716471,2.2907289980741368,1.3477807353610138,4.512852790347893,5.004775790797718,4.501560435407932,5.863425619863041,10.15920834094081,6.4037828696362045,21.837653355758206,19.86963558918786,19.928996377491035,3.927017776256404,5.195634024586688,6.762311382870101,4.303718728127915,18.61244307092816,13.084255036660691,7.70618573778485,2.230180651384442,7.974473020511583,2.106162637249058,6.108807672340807,2.7730284523381576,4.51239833618181,2.972822384464147,3.1511807652980326,3.1627544102867446,1.282798789297653,0.3874936614104354,1.617673096953202,1.1525676249353825,0.6614792539315971,1.0171312236691938,2.4281085895463654,1.5296062253487606,2.109345191856407,2.189760712540904,0.49189116725749005,0.6609494005290989,2.6144833594857366,4.606255211741092,1.1877785280258404,0.009115219860016191
90,7.521543053683901,9.381640108771407,11.574616120670685,10.625600711600022,5.28129471665339,5.743094117536464,5.243134947763201,5.489262690310451,9.749336986110952,5.915232719281128,10.541170253193052,9.190853853797721,9.225436820873904,8.283703691271873,9.526537718461219,9.671244915605692,2.673174144527507,16.2818501209394,10.74655024765745,0.9396303413393351,7.114303327795575,8.348392849778433,3.960016626054976,0.11074892876228647,0.9292515289850134,4.305360438990463,1.1637929040888737,0.9569939801170512,0.33212442845921397,-5.543578899595046,2.245716268970316,2.32707284889757,1.4383486282443927,3.3265268770301737,2.8579168717886367,3.783808688304455,3.672554156330785,1.18859390950125,0.2564708860855632,1.4889336181407742,2.742536074742998,2.17498590966413,2.4650591735229357,1.6680679558886256,0.6238349262496368,1.7614374862354487,2.212322342408038,2.3106682267645944,2.4871935154048623,3.072545558708581,3.3151558840334063,2.2498814497811086,0.35030703310976424,6.777645154262682,-1.4412058562260246,-1.9232198622252636,-1.1572037877275985,7.152271445602835,2.8184481183697834,2.3278476602506273,0.8204038714716052,6.05005067076933,1.542698417741423,2.278732498415461,1.3297170893447974,4.529764441351259,4.991563842234332,4.49160467246107,5.912719938244648,10.172794234045151,6.338689967215325,21.842053413914016,19.873123951519727,19.90770691859591,3.9345705356724507,5.1774045628617955,6.771656032267446,4.307684808384282,18.62030504574234,13.08500517246039,7.703123432069165,2.209808696349615,7.996826115962819,2.0213309481876953,6.196034655500166,2.7936167968236276,4.681795045609408,3.145599832998422,3.361948009823988,3.2506934778503185,1.31532845762577,0.3832054342100831,1.6820973168382856,1.1569525761755028,0.670617193864214,0.9606904577230195,2.535137452645649,1.490904389118435,2.057384194716926,2.246280914142079,0.4752826709025399,0.6518079595428079,2.558001814284607,4.866750882271646,1.1681707758430935,0.008601652576718839
91,8.971569463981464,8.495204689013386,11.223887259644336,10.28981966693929,4.690321108298742,5.149341664863413,4.65620236230988,6.109059481253819,10.283636395750174,6.575322798866457,12.079724884987696,10.379475792390087,10.450957256364543,6.2493088562267065,7.501532073903243,7.213222584529308,2.7233248177184444,15.845806709124068,10.327471705711488,0.9760802387004424,8.275878213461995,10.619281454383799,5.272875504278666,-0.5868485194457969,1.4748910424508888,3.6595169567419106,1.962457125310475,0.041263907941281104,1.5830290519211272,-5.828691070011857,1.9754761213842231,3.3870761400892433,1.4049583939894614,3.0879286019226635,3.121552174468281,3.298713538086863,3.7604531019059286,1.3808580570833429,0.44735035581871024,1.676765647326303,2.1715037967016633,1.5993931672069621,1.902921617974163,1.9607116907869329,0.9697605682872795,2.239950641053665,1.951613331517655,2.2392730261108826,2.4094519034340838,2.815161823338118,3.3532506005972116,2.029480192719571,0.5389833829790373,4.8609966421573585,-1.6853612057859848,-2.3255177640080755,-2.3084563626599226,9.74374615223724,3.6972079253665147,2.391852254629006,0.8835354471170457,6.003466356457155,1.5730742772480646,2.2696758114328435,1.3356082187277967,4.523000616184747,4.982021172749419,4.488881870195885,5.893696975656062,10.068273890152419,6.3599602932687,21.88091584215361,19.88050374614337,19.951985210117822,3.9164594442162795,5.168682661892813,6.807865748703191,4.333352413704714,18.60385224775415,13.085517244341567,7.710448527756107,2.2547093522565094,7.99447755730948,2.062259316143269,6.578567327406372,2.793602714034567,4.47657292196777,3.1575969580249947,2.8258663434571436,3.2876059072762094,1.32249785448566,0.38899015322102726,1.666049113071686,1.148182458050428,0.6628292922010629,0.9663577429682634,2.564305628074554,1.5733544812699172,2.1044605517783332,2.1936756630088787,0.4897764242725097,0.6599553015957109,2.50496322180308,4.591640707025268,1.16449441066651,0.008375402179351368
92,8.482684818434471,8.110990037627431,11.057782773268674,10.136721585918382,5.092608248346494,5.615856708298017,5.11929691182139,6.04567865847183,10.263604268542531,6.5177889775405475,11.89702420809219,10.724885014092719,10.800745628375,6.092920897501057,7.353124274984299,7.417788736183626,1.8843177901617711,16.251581265795654,10.748291760697434,0.7235047638056449,7.779925171629667,10.988195629536563,5.803433324878468,-0.5074727870456504,0.9788995958064636,3.074821596057474,2.280056083587454,0.06275451802875073,0.10474658374473232,-5.835698486536156,1.7772063814229564,3.705623362682174,1.3455664158807208,2.9670433272933807,2.8500793739926515,3.7951802834624346,3.400698348851781,1.4401343809008877,0.45840771167845856,1.7094074419262628,2.287418058020823,1.5024211019630287,1.8489046550168882,1.6446109742064827,0.8587877326914645,2.389878666902843,2.028797797139746,2.233719148800424,2.4067197080249247,2.880052006633084,3.511073037759639,1.8753849934311277,0.4599135191575149,4.198952061940411,-1.5669120791108102,-2.850194536267476,-2.1168890736685335,8.798946922821752,4.2739983287658045,2.364518089682323,0.7959230855257953,6.0356057223059025,1.6040032491052965,2.28743893543223,1.3663777480819386,4.472960819665346,4.996209279616867,4.499649483140241,5.8900650273196895,10.107990637390392,6.3621753463884065,21.86473323050632,19.874952161366163,19.950812775648444,3.9317111561897855,5.191914533673029,6.7475677061228225,4.294242176670826,18.58353912878755,13.080249623689326,7.741187104739247,2.2311493071992574,7.990782976086216,1.9536555821991404,6.474772964351507,2.5574083031108596,4.17888521452352,2.8537223379287955,3.35923993179223,2.9647579971815765,1.3663464147676456,0.3846197455452164,1.6767743035278402,1.214564071350845,0.6645949630026879,1.0110785160565476,2.383782520182749,1.5979592576729706,2.12721573468469,2.3815703898601193,0.4868915494877944,0.6598921087122949,2.6992959045667355,4.740363835338208,1.1797232628382193,0.008415684443465864
93,8.420686079088538,7.888608962141444,10.752709051365969,9.771742652941864,5.810600650006741,6.314080679325712,5.8127931564496995,5.513665853216724,9.760050911146704,6.004945641770586,12.999762613504116,10.552024440371815,10.703649813034323,5.942760407984023,7.216055299412435,8.040157583796004,0.4792515682972748,16.98238581790444,11.476171113870402,1.3144767621122428,7.24745368510902,10.146576489649792,5.575241422033638,-0.01637969653964048,1.6692264415817035,1.6833501302547582,2.197298229431797,0.2539018653953895,-2.7618789975697933,-4.057415397967136,1.8124389670755572,3.665614043565378,1.427831211420571,3.3614073891722303,3.1058554445004702,3.3995384822053096,3.4753864434619004,1.4951888085667684,0.5959355426264196,1.8104683270296817,1.7666655326774974,1.1836694324668204,1.5054237507916968,1.60099115480078,0.9254254089967574,2.4301778911868315,2.2066716747078945,2.3169031518572796,2.4896072319107696,2.6514423919022896,3.6104499855244163,2.1183454923946416,0.4839946307629829,4.434994240510527,-1.4850064926166202,-2.602970895250928,-3.34575963085679,8.983895056068032,3.578127774757296,2.205134710259565,0.8159561595966854,6.033173357450067,1.6030147120201625,2.291214883853938,1.3102484854298335,4.491944343729252,4.995424373048223,4.494136850172211,5.873967071158648,10.120352129088628,6.365246859712509,21.8721883267135,19.83208266042556,19.983708033088067,3.9143834175488865,5.187678308977299,6.752161688195072,4.2942955102744,18.630153612209934,13.123938908175893,7.699166813418506,2.2490351964094417,8.033093691399765,1.9565422297699724,6.420593275708307,2.5379593849284685,4.471535562680128,3.2454367339997616,3.0748254801337294,3.15067344139032,1.2879571547565511,0.38870388881620227,1.6467050008594757,1.1509608647186826,0.6495867658308717,0.9713410841557482,2.285701423555789,1.6101356555767952,2.096111850325118,2.297678528043223,0.4863682101752104,0.659072290228701,2.718719373851145,4.640736654582543,1.2080929047552273,0.008675489180408632
