,Lmax,Depth,Habitat__0,Habitat__1,Habitat__2,Habitat__3,Interbirth_interval,Amax,Litter,Offspring_size,Trophic,Temperature,K-S,Amax-S,Trophic-S,Temperature-S,Ga50,GS,mu_a50__0,mu_a50__1,mu_a50__2,mu_a50__3,mu_a50__4,mu_a50__5,mu_a50__6,mu_a50__7,mu_a50__8,mu_a50__9,mu_a50__10,mu_a50__11,mu_a50__12,mu_a50__13,mu_a50__14,mu_a50__15,mu_a50__16,mu_a50__17,mu_a50__18,mu_a50__19,mu_a50__20,mu_a50__21,mu_a50__22,mu_S__0,mu_S__1,mu_S__2,mu_S__3,mu_S__4,mu_S__5,mu_S__6,mu_S__7,mu_S__8,mu_S__9,mu_S__10,mu_S__11,mu_S__12,mu_S__13,mu_S__14,mu_S__15,mu_S__16,mu_S__17,mu_S__18,mu_S__19,mu_S__20,mu_S__21,mu_S__22,S2
0,-1.497898912918873,2.0291600618986365,-1.7632010003504623,-5.4160239508310575,-10.39722065554763,-3.2154406288316015,4.682813128372082,6.98011095580909,5.040585007745112,3.052859139735672,-1.2327617533482533,3.2360317724442385,0.7641462174854531,-0.6966347221239971,0.09953556851450272,-0.4789181659166583,12.700606984385757,1.4829309443536882,6.007708039064483,1.7558390379887765,1.551463468716221,1.551463468716221,4.650302506645653,4.650302506645653,4.650302506645653,6.98821141702341,6.98821141702341,6.98821141702341,21.809513749088495,18.946152025378414,18.946152025378414,4.493038199125902,4.493038199125902,11.383588297036487,6.631878580169633,4.686958545474851,16.2300134430299,16.2300134430299,8.567392264314522,1.5626264448227398,10.883137412806384,1.363094708925385,2.969459177856422,1.898591562530987,1.898591562530987,1.9331955760800077,1.630920352914022,1.630920352914022,1.573596922061213,1.573596922061213,1.6018966420374834,1.1061103017262286,0.6889524898422845,0.6889524898422845,2.1221915751037046,2.1221915606668604,1.8561979530101527,1.817371761448007,1.0588671612674594,0.41766592551163456,0.41766592551163456,1.4135914098853688,1.7934489389465214,0.5303404474609471,0.0993894793703643
1,-1.5170705569424563,1.9822118510619158,-1.7626914912783522,-5.489680191989821,-10.438117070897922,-3.2298042490784122,4.6912365690716475,6.9737142869724495,5.070168722950939,3.0943296889276097,-1.1841930318641667,3.223149619540363,0.7585512323336452,-0.7460490618397548,0.050439552716901204,-0.4686483916973058,12.659074774651389,1.4842737438244606,5.95578160668676,1.6833648673799453,1.479861472633607,1.479861472633607,4.560671309504063,4.560671309504063,4.560671309504063,6.913672548155807,6.913672548155807,6.913672548155807,21.819619568622915,18.832968072748812,18.832968072748812,4.45400265598723,4.45400265598723,11.151614055923318,6.561045784142154,4.574460025929193,16.156627184566815,16.156627184566815,8.456280888792783,1.402273060615844,10.717623900732466,1.3952036782749277,2.9771882987180973,1.914161445108416,1.914161445108416,1.9187769805573858,1.6187149796081355,1.6187149796081355,1.5804023390689932,1.5804023390689932,1.608494851956562,1.024393474675568,0.645318106231254,0.645318106231254,2.1727813611797084,2.172781346848569,1.9200154480081455,1.790593508255735,1.1153440136480852,0.35502293023032827,0.35502293023032827,1.4142491607084495,1.8469080768384853,0.5543263077986249,0.09943960518957204
2,-1.00028712780403,2.0936027573900633,-1.8503316037251336,-5.2474253714790215,-10.129657121773908,-3.0419124744725714,4.544370346632714,6.054851847686238,4.851195856810896,2.7248805833950223,-0.8222568226235828,2.361571102900523,0.26803668018335125,-1.1763310467104235,-0.006904733198328938,-0.46297316179508347,12.364115878763203,1.6947153184774733,5.877479547518356,1.8117755526686437,1.5269992331784743,1.5269992331784743,4.7416356233480315,4.7416356233480315,4.7416356233480315,6.7080510774773145,6.7080510774773145,6.7080510774773145,21.763898623441207,18.60604373624529,18.60604373624529,4.5984850227315155,4.5984850227315155,11.108613303090074,6.570275999606396,4.279054160375281,15.42472845254798,15.42472845254798,8.733823314726582,0.963242241990458,9.675834186203044,1.9248447572466378,2.580422264431857,2.204798078955658,2.204798078955658,1.9371364141762926,1.8311084767670038,1.8311084767670038,1.8675052567616017,1.8675052567616017,1.877431842562836,1.1335137903953765,0.7398222166276918,0.7398222166276918,2.579657574744335,2.5796575696803776,2.1661465593805493,1.847431152597919,1.6657494253135539,0.45575399594969523,0.45575399594969523,1.572349328286429,1.9628600750181893,0.9532755210242357,0.09866264009488052
3,-0.876159016972732,2.1970669743491547,-2.0273845038594107,-5.365313101226632,-10.342617622581542,-2.9437638471614513,4.3095470593506775,6.254298839054738,4.863815010338664,2.714256206864294,-0.6735946913901507,2.537634872239541,0.03644064185782514,-1.1300487252650602,0.09361811513485861,-0.4670895193680634,12.547896795621652,1.3626282468595057,6.08249738251267,1.9464593688766612,1.635649828963858,1.635649828963858,4.6576217672478055,4.6576217672478055,4.6576217672478055,6.752082729421948,6.752082729421948,6.752082729421948,22.00861132672852,18.617621225500088,18.617621225500088,4.241184365394634,4.241184365394634,11.156329131434994,6.681024026615999,4.252441021329734,16.111125856622728,16.111125856622728,8.699172748041002,1.0688158539614105,9.784548143450767,1.6384076298209043,1.8676476384743168,1.8165800517294275,1.8165800517294275,1.5450178652026827,1.5306029497089795,1.5306029497089795,1.5305375430743997,1.5305375430743997,1.5318871014923234,1.0477672708600414,0.5815581887204547,0.5815581887204547,2.1327043069588925,2.132704306270427,1.6402230266380893,1.4949538823523272,1.3333175926308418,0.3436465207138612,0.3436465207138612,1.2493493441727463,1.41659356845801,0.7040256365427855,0.09926267341796585
4,-1.6361833663363905,2.2356787269461313,-1.940749479736222,-5.495850275253515,-9.771326712454684,-3.7369514582589645,4.550381517155817,7.0232745797076985,4.800789568854515,2.9278351370714253,-1.0700932588668455,2.8138693198309697,0.5386564965798426,-1.1506401253153926,0.2257482403731796,-0.7957765408491608,12.618367505749495,1.689300732044431,6.044451321430995,1.7517974907362182,1.5989648668930463,1.5989648668930463,4.705998620737173,4.705998620737173,4.705998620737173,6.579315443578132,6.579315443578132,6.579315443578132,21.573003580107997,18.790804438306864,18.790804438306864,4.251751205921801,4.251751205921801,11.2651004855713,6.38578256779161,4.642401691355401,15.660925425987106,15.660925425987106,8.38759453212939,1.2790138275836282,10.541592187165353,1.7607043003138707,2.969961358383271,2.215093003645926,2.215093003645926,2.192812065847016,1.9797343734005703,1.9797343734005703,1.8080586442152755,1.8080586442152755,1.828007480796278,1.5209199240744427,0.8132183768431747,0.8132183768431747,2.5947258674231466,2.5947258572464293,1.9816386734983162,2.008502457721698,1.203565293836643,0.3286509272544786,0.3286509272544786,1.6697466082105001,1.761260167574381,0.4778361313770764,0.09919847468351965
5,-1.7338997302568657,2.0908688373935673,-1.6828255777920023,-5.440973669058285,-10.153592390242942,-3.5800190945047863,4.582120274689956,7.137083624778154,4.995831571126248,3.025654532210804,-0.9403347383309326,2.7709091092467455,0.25143358404709726,-1.358812306459135,0.31607541597734845,-0.6470825401359358,12.58277630607637,1.615334842339095,5.912180916722985,1.8252020265705646,1.6723956601346275,1.6723956601346275,4.803862768164559,4.803862768164559,4.803862768164559,6.655159419143047,6.655159419143047,6.655159419143047,22.226404149256695,18.91943392816411,18.91943392816411,4.393443714869988,4.393443714869988,10.90787411548432,6.577214034855305,4.098433633521984,15.824629534150917,15.824629534150917,8.454495676885916,1.1027043078810799,10.401084106987026,1.798687582649218,2.5869249708215216,2.2345682144833696,2.2345682144833696,1.9767715012244291,1.8773112919213495,1.8773112919213495,1.8464535275828036,1.8464535275828036,1.8557652271742477,1.369328956254746,0.5831418447987994,0.5831418447987994,2.5016714780445017,2.501671473294223,1.829591457761418,1.9850644731244271,1.31872080644669,0.3931914035375059,0.3931914035375059,1.407869226982859,1.6044336766154894,0.5468679787577617,0.09914711427461921
6,-1.3469573353480715,1.9263882885141677,-1.7429567484501154,-5.359475455969452,-10.433080447591797,-3.5205149387511394,4.587069422619404,6.717120754109451,5.061756918136897,2.988188034932238,-1.1449338521123311,3.0063833911434115,0.14144887034705406,-1.3258794329455041,0.13937075132310917,-0.7015140281594384,12.60720075599382,1.6858776081817362,6.032438409106539,1.8064110962652675,1.5697969220424706,1.5697969220424706,4.690096589295603,4.690096589295603,4.690096589295603,6.958420942108267,6.958420942108267,6.958420942108267,21.91520826040894,18.790557845629294,18.790557845629294,4.608926162846288,4.608926162846288,11.14521437158986,6.653632904462424,4.52331704248193,15.557409903233019,15.557409903233019,8.687448007149795,1.4702147622164692,10.511247821545853,1.9784274156951178,2.4056218166551684,2.207396645852815,2.207396645852815,1.9964196861132835,1.9404664040419153,1.9404664040419153,1.8417789112416834,1.8417789112416834,1.8470173895985529,1.4419682023780354,0.8223561906266749,0.8223561906266749,2.6402979088931278,2.640297906220766,1.9927851280853037,1.848757389810377,1.5057945860811428,0.38055734247007206,0.38055734247007206,1.6392889764539027,1.7036146123820228,0.7497829813468141,0.09804873172455064
7,-1.3981716819311236,1.9100054426277575,-1.7582985507804212,-5.290289622902547,-10.47703254541177,-3.2072523058774074,4.39103373857533,6.964778838123196,5.187164014466699,2.8810377509539915,-1.001542770472175,2.923261095681944,0.3773822246541912,-1.32044845630972,0.23654148900696134,-0.5338166032247129,12.4422722107195,1.6739692596606328,5.870868204256974,1.76214332475937,1.5232279804183144,1.5232279804183144,4.654089881753485,4.654089881753485,4.654089881753485,6.713228915770066,6.713228915770066,6.713228915770066,22.29396949936821,18.666824442308734,18.666824442308734,4.205420747770194,4.205420747770194,10.77725899698524,6.717877511581133,4.043407165031709,15.958323372012421,15.958323372012421,8.593295651230777,1.2994038114097168,10.257402572631005,1.8125594719157958,2.846007681407257,2.3171476363867054,2.3171476363867054,2.0236698730503364,1.8743878461738595,1.8743878461738595,1.923642058291921,1.923642058291921,1.937618194059339,1.2084465657045595,0.5279589078291933,0.5279589078291933,2.5624982797492954,2.562498272619497,2.0123534179820877,2.06241948589503,1.4416460410014238,0.41983783973602484,0.41983783973602484,1.4123653413084427,1.8348908693133352,0.6583709013527499,0.0992778908576622
8,-1.6385672853679218,2.044434060817557,-1.8994124036098805,-5.51536287797959,-10.389937638844629,-3.8787722336090114,4.540780868871811,6.99008646269829,5.009181157564331,3.2669613562842432,-1.169172425890651,3.218828747911886,1.0721782961006407,-0.21488403577533255,-0.1641850551905116,-0.4090271954419079,12.776770463597924,1.3867316163983932,6.245996714455019,1.7202921204269512,1.5471265571680117,1.5471265571680117,4.637639800012679,4.637639800012679,4.637639800012679,7.0482067612290855,7.0482067612290855,7.0482067612290855,21.907937925733464,18.785811145444946,18.785811145444946,4.40231102133675,4.40231102133675,11.301622109988283,6.525690823779845,4.64872558036781,15.57656572407374,15.57656572407374,8.470110573120095,1.6321313646506446,10.872420454631598,1.1186677719556561,3.1026677516718855,1.6001267603323077,1.6001267603323077,1.8783468547161752,1.4542226147323307,1.4542226147323307,1.3285544901423454,1.3285544901423454,1.368262002723026,0.9207586717935397,0.8625773410872175,0.8625773410872175,1.9052359736299025,1.9052359533734768,1.935639372256422,1.5683568798202763,0.9335637057164419,0.3600503345535775,0.3600503345535775,1.5221816731121878,1.944772729426452,0.580074755272042,0.09902361653862951
9,-1.5344058124964972,2.030016534613907,-1.8954666355898262,-5.5752014220461685,-10.340596644986412,-3.08562417497337,4.600211619524118,6.602906582412375,5.087877601347753,2.9367068768561917,-1.0058687092614549,2.685568337889029,0.8291499738936671,-0.9060285181381607,0.14210547827619302,-0.6248921744454539,12.643336289621313,1.7371989015755311,6.056344445134353,1.8250216684554177,1.6232096957663291,1.6232096957663291,4.68982752096957,4.68982752096957,4.68982752096957,6.66086203246885,6.66086203246885,6.66086203246885,22.00125078316708,18.557119992317205,18.557119992317205,4.579527576191267,4.579527576191267,11.001761856375685,6.56872810978022,4.261853384560112,15.934006049783253,15.934006049783253,8.443287592034658,1.0919936311489407,10.064699820673692,1.6432577062092577,3.4026132809002934,2.240649987785438,2.240649987785438,2.2682316209911346,1.9402426999420679,1.9402426999420679,1.8474304772244228,1.8474304772244228,1.8781375742990343,1.3503885175993922,0.8045884456147246,0.8045884456147246,2.535319781817143,2.535319766152197,2.149851972456611,2.117721529887267,1.234865171726522,0.44103964696433245,0.44103964696433245,1.670014229163598,2.041144495250622,0.5808065747221727,0.09973231459619923
