,Lmax,Depth,Interbirth_interval,Amax,Litter,Offspring_size,Trophic,Temperature,Depth-S,K-S,Amax-S,Trophic-S,Temperature-S,Ga50,GS,mu_a50__0,mu_a50__1,mu_a50__2,mu_a50__3,mu_a50__4,mu_a50__5,mu_a50__6,mu_a50__7,mu_a50__8,mu_a50__9,mu_a50__10,mu_a50__11,mu_a50__12,mu_a50__13,mu_a50__14,mu_a50__15,mu_a50__16,mu_a50__17,mu_a50__18,mu_a50__19,mu_a50__20,mu_a50__21,mu_S__0,mu_S__1,mu_S__2,mu_S__3,mu_S__4,mu_S__5,mu_S__6,mu_S__7,mu_S__8,mu_S__9,mu_S__10,mu_S__11,mu_S__12,mu_S__13,mu_S__14,mu_S__15,mu_S__16,mu_S__17,mu_S__18,mu_S__19,mu_S__20,mu_S__21,S2
0,-1.812668152348864,5.095034619477952,4.036784143977799,2.5208097082307876,2.731555207958686,3.9910050475544563,0.011823438666398633,-0.5591637702158985,0.44089400006822915,2.0435415721798402,0.7402717881116471,-0.6085580930233139,-0.44785714538390164,7.964875782779133,1.0844700496617246,3.3735915994504286,1.881876176394229,1.9680835485421335,1.9680835485421335,5.688208538709762,5.688208538709762,5.688208538709762,7.221458356884492,7.221458356884492,7.221458356884492,21.700406739283842,19.506254403000128,19.506254403000128,3.0802223676885188,3.0802223676885188,5.132231306717795,8.279102421697441,13.378777005699886,13.378777005699886,8.355755616248207,1.6169087497418453,10.291719274963064,0.34765376402272646,3.9429537007174575,1.106248779127578,1.106248779127578,1.6914901867557148,0.8907697233125762,0.8907697233125762,0.587212317174285,0.587212317174285,0.662177657228859,0.7177887901717124,1.3242811906055074,1.3242811906055074,1.208089768483012,1.208089730240127,0.9547749630496354,0.39650824785575367,0.36963542015258655,0.36963542015258655,1.5565732048351044,2.144806346016697,0.4711398724360781,0.09999973221176
1,-1.947507288154687,4.995311766865074,3.981845953271193,2.4340426078002735,3.0027264578464696,4.003879937536291,-0.18904225480596798,-0.44749902904905936,0.3371224922629137,1.6824088809608122,0.4597182793940988,-0.42688778968112034,-0.48769669374293484,7.9234558523956276,1.0840752822583066,3.4230816043767556,1.8959456203169167,1.9819046824051036,1.9819046824051036,5.608869084773161,5.608869084773161,5.608869084773161,7.207051332095195,7.207051332095195,7.207051332095195,21.74954209335962,19.15023588419515,19.15023588419515,3.1812126490709383,3.1812126490709383,5.168929814404146,8.451221733489247,13.088819815077933,13.088819815077933,8.283550715370396,1.8274426069650824,10.264207252318322,0.5018006661505525,3.4876500740211935,1.1522449040362006,1.1522449040362006,1.6489632542409625,0.9897453370704282,0.9897453370704282,0.7000451105481211,0.7000451105481211,0.761762648174492,0.8377038127888027,1.1961343463146155,1.1961343463146155,1.2864811862987713,1.286481154814132,1.0332428350154415,0.43524856912160576,0.35678914649927695,0.35678914649927695,1.4759983109288575,1.8904947365222058,0.41391127266844846,0.0999985123920592
2,-2.024041273674728,5.043185084868846,4.016996494503577,2.4615614488786646,3.0433034657843607,4.115715881112623,-0.15529954135447377,-0.37328274314105675,0.3483658361594833,1.590238741714783,0.40751790344761135,-0.4280973598023148,-0.520092790933991,7.919746798985431,1.070752020838721,3.3715458544219588,1.8310713741285451,1.9279951694008903,1.9279951694008903,5.564656313648015,5.564656313648015,5.564656313648015,7.260407275551353,7.260407275551353,7.260407275551353,21.890729524065225,19.182107044305955,19.182107044305955,3.0894738225343317,3.0894738225343317,5.171490615921185,8.453574438052835,13.172295506359818,13.172295506359818,8.188973591313825,1.7854308362330613,10.322679490742741,0.5388785069122118,3.342898198623927,1.1354373245525908,1.1354373245525908,1.6082653321308875,0.9851624211914102,0.9851624211914102,0.6789612906455486,0.6789612906455486,0.7372976561315918,0.8724371723013256,1.2188009148407182,1.2188009148407182,1.2906560821764173,1.290656052416652,0.9770429086110853,0.4513160229920602,0.34265654563478964,0.34265654563478964,1.4789729978300732,1.8241410469760884,0.42194548761942857,0.09999768829888514
3,-2.2078319836282887,5.2984590322522935,4.605254755381494,2.5859840478565936,3.0906980542842994,3.6614656298083967,-0.3886831794254093,-0.36682247544294666,0.4454756315118174,2.0194866122172987,0.5483655828656683,-0.42899356302526137,-0.5129789869452742,8.009827478348816,1.0999465801492516,2.9291426135507277,1.8670111000694143,1.9951699483766678,1.9951699483766678,5.723804033899777,5.723804033899777,5.723804033899777,7.0237909826195954,7.0237909826195954,7.0237909826195954,21.620320447246197,19.73892108203351,19.73892108203351,3.203054157694875,3.203054157694875,5.408355735193226,8.540384325903412,13.645095439973762,13.645095439973762,8.125606165250971,1.6052265522972862,10.712891278446982,0.3489862092335683,4.034155835640932,1.2308423675175955,1.2308423675175955,1.7468768524981784,0.9555818389463121,0.9555818389463121,0.6673277717576654,0.6673277717576654,0.7414106789426856,0.8157485122009587,1.1855562911032396,1.1855562911032396,1.2482151314415126,1.2482150936487928,1.1161529262008407,0.3046632932744562,0.36489807605902863,0.36489807605902863,1.4528021671223792,2.029917854647333,0.3032675176642189,0.09997696949347264
4,-2.0152661630030217,5.172441839252839,4.254256428132045,2.3555054268194637,3.262523828788171,3.9023896201753803,-0.06045703060961128,-0.4532315093087636,0.5177755300492136,1.7244659133508493,0.3720386194622036,-0.39484048019862,-0.5199634319374692,8.024133545679078,1.087470520961435,3.1414560491747414,1.9572320738908422,2.030962098656376,2.030962098656376,5.6797446876771085,5.6797446876771085,5.6797446876771085,7.247283258561351,7.247283258561351,7.247283258561351,22.408700020772784,19.466445984183864,19.466445984183864,3.120915059813704,3.120915059813704,5.549683236407245,8.517431085103928,13.484937505438154,13.484937505438154,8.204516463437086,1.5265465346115636,10.237767406641959,0.46503915592152156,3.6493511921396316,1.2555653205371906,1.2555653205371906,1.6021064055207903,0.9264092902146037,0.9264092902146037,0.6611486889046481,0.6611486889046481,0.7244090479630498,0.9022125885207938,1.2224360429997247,1.2224360429997247,1.2219890682200116,1.2219890359483159,1.0191776243919262,0.4196550556419209,0.4587683880535397,0.4587683880535397,1.3823630237716769,1.8611197168771052,0.40628408481541706,0.09997544530542934
5,-1.7964795780492917,5.201356299913086,4.483090206186989,2.3969054241448,3.055960796847635,3.6294320317452136,-0.1393397601576166,-0.3349494457059126,0.32256912834431734,1.8227623094487777,0.5741601568232452,-0.37067224110442343,-0.3584828881371266,8.01246821004804,1.0767819907934857,2.9362636120394625,1.9185694273944462,1.9698290221282657,1.9698290221282657,5.644247481326103,5.644247481326103,5.644247481326103,7.169456967639915,7.169456967639915,7.169456967639915,21.740060351749086,19.676116301660226,19.676116301660226,3.1326036701457793,3.1326036701457793,5.539970552295086,8.673428305840368,13.673652531016929,13.673652531016929,8.223278724247104,1.4723782895491495,10.424834961141721,0.3754740155487356,3.696462152098009,1.1662279329886929,1.1662279329886929,1.6624317675279006,0.948219196059809,0.948219196059809,0.7326115909437995,0.7326115909437995,0.7994778579318159,0.7472897261796353,1.0980867580173168,1.0980867580173168,1.174506864926315,1.1745068308150983,1.154391268315045,0.37891053338554626,0.4612899778131677,0.4612899778131677,1.3646922890256703,1.949652623588743,0.3985369564686018,0.09993689737918147
6,-1.8579081055719047,5.185095754390126,4.599687129282037,2.2919466417650423,3.2462566038921907,3.6504826107383725,-0.08209091525092287,-0.12517441654761113,0.2791938826153383,1.8583726624048609,0.6024246755639269,-0.37175073686525395,-0.3656057122054096,8.041839601995752,1.0618453725905228,2.8041568403209767,1.9499656089702038,1.9945706150024165,1.9945706150024165,5.611653971810079,5.611653971810079,5.611653971810079,7.3233845001740265,7.3233845001740265,7.3233845001740265,21.904949332351496,19.539117233402397,19.539117233402397,3.1101280520403987,3.1101280520403987,5.816321512539618,8.842869271154095,13.787181183127387,13.787181183127387,8.035046551989579,1.4529762305863394,10.44707631289672,0.3497676571803175,3.7122293700330062,1.1325632896563305,1.1325632896563305,1.6824465742391803,0.9542808056790653,0.9542808056790653,0.7253171783393105,0.7253171783393105,0.7934897765785031,0.7186040294332997,1.067338281895701,1.067338281895701,1.1806807326944326,1.180680697916803,1.160461462845772,0.3372299659320458,0.4031177852764193,0.4031177852764193,1.3759952405776454,1.9529252614614707,0.35085274640537656,0.09993523422252135
7,-1.980968413484975,5.038977942239111,4.432426797174313,2.4120147281333324,3.6432699219598526,3.618065636770408,-0.4400693285814582,-0.059429833088246765,0.10187130450715065,2.004038583736231,0.9529407470913505,-0.4710388840465286,-0.44735448394987726,7.981780461138773,1.148373009062259,2.903306421941308,1.880260954429188,1.9099873500506446,1.9099873500506446,5.492788690261064,5.492788690261064,5.492788690261064,7.153131372847737,7.153131372847737,7.153131372847737,22.18851842642311,19.28903237088184,19.28903237088184,3.1529826935261354,3.1529826935261354,5.732341261856591,9.038307253700271,13.453858021080041,13.453858021080041,8.154450073501247,1.7329434560110866,10.419561236786476,0.38090589016861065,3.773504849915856,0.9916352804719875,0.9916352804719875,1.9157517831466109,1.1305097673379954,1.1305097673379954,0.7379886882784158,0.7379886882784158,0.8115048995253539,0.8966813698965244,1.37129818562016,1.37129818562016,1.2833425015929711,1.283342464089346,1.1924327760288644,0.28432590406187747,0.3782744201389222,0.3782744201389222,1.7453301698668295,2.0887726529400283,0.38889825444186815,0.09974551552456423
8,-1.980968413484975,5.038977942239111,4.432426797174313,2.4120147281333324,3.6432699219598526,3.618065636770408,-0.4400693285814582,-0.059429833088246765,0.10187130450715065,2.004038583736231,0.9529407470913505,-0.4710388840465286,-0.44735448394987726,7.981780461138773,1.148373009062259,2.903306421941308,1.880260954429188,1.9099873500506446,1.9099873500506446,5.492788690261064,5.492788690261064,5.492788690261064,7.153131372847737,7.153131372847737,7.153131372847737,22.18851842642311,19.28903237088184,19.28903237088184,3.1529826935261354,3.1529826935261354,5.732341261856591,9.038307253700271,13.453858021080041,13.453858021080041,8.154450073501247,1.7329434560110866,10.419561236786476,0.38090589016861065,3.773504849915856,0.9916352804719875,0.9916352804719875,1.9157517831466109,1.1305097673379954,1.1305097673379954,0.7379886882784158,0.7379886882784158,0.8115048995253539,0.8966813698965244,1.37129818562016,1.37129818562016,1.2833425015929711,1.283342464089346,1.1924327760288644,0.28432590406187747,0.3782744201389222,0.3782744201389222,1.7453301698668295,2.0887726529400283,0.38889825444186815,0.09974551552456423
9,-2.151976565897422,5.122528955789195,4.630327592696665,2.628812917280986,3.27615608812879,3.6064721104790904,-0.22643374249512344,-0.18676516367826512,0.51045420142288,2.486323497466851,0.9195636896264526,-0.6544719159941917,-0.5572710576127594,7.958335612491577,1.243404440389281,2.7121517885937965,1.7894739549403396,1.8885564139753266,1.8885564139753266,5.671046218045676,5.671046218045676,5.671046218045676,7.081713217713441,7.081713217713441,7.081713217713441,21.821843206871506,19.531602897219457,19.531602897219457,3.0345396423520534,3.0345396423520534,5.699078442516726,8.52487246652337,13.722080255640236,13.722080255640236,7.980680792026727,1.4373465765834066,10.506099521107345,0.31144856053118963,4.718711404052735,1.2673668373721565,1.2673668373721565,2.011366348606968,1.037150736718247,1.037150736718247,0.6552399311141357,0.6552399311141357,0.7464482965375316,0.8782340572293879,1.528119287968381,1.528119287968381,1.3544175806034802,1.354417534074364,1.1547561148210073,0.32706710696010366,0.41924562455400044,0.41924562455400044,1.7940075888631424,2.458697795694952,0.4310804651354832,0.09997562760725177
