,a50_ABTP-SWP-13,a50_ATSH-GOM-03,a50_ATSH-NWA-07,a50_ATSH-NWA-13,a50_BNOS-GOM-11,a50_BNOS-NWA-07,a50_BNOS-NWA-11,a50_BTIP-GOM-05,a50_BTIP-GOM-12,a50_BTIP-NWA-06,a50_COP-SWA-03,a50_DUS-NWA-06,a50_DUS-NWA-11,a50_FTH-GOM-03,a50_FTH-NWA-07,a50_GRE-SWP-06,a50_NER-I-02,a50_OCW-WCP-12,a50_SAN-NWA-06,a50_SAN-NWA-11,a50_SPIN-WP-05,a50_SPT-SWP-13,a50_WTIP-SWP-06,Lmax,Depth,K,Interbirth_interval,Amax,Litter,Offspring_size,Trophic,Sx__0,Sx__1,Sx__2,Sx__3,Sx__4,Sx__5,Sx__6,Sx__7,Sx__8,Sx__9,Sx__10,Sx__11,Sx__12,Sx__13,Sx__14,Sx__15,Sx__16,Sx__17,Sx__18,Sx__19,Sx__20,Sx__21,Sx__22,Ga50,a50_sigma,GS,S_sigma,mu_a50__0,mu_a50__1,mu_a50__2,mu_a50__3,mu_a50__4,mu_a50__5,mu_a50__6,mu_a50__7,mu_a50__8,mu_a50__9,mu_a50__10,mu_a50__11,mu_a50__12,mu_a50__13,mu_a50__14,mu_a50__15,mu_a50__16,mu_a50__17,mu_a50__18,mu_a50__19,mu_a50__20,mu_a50__21,mu_a50__22,S_ABTP-SWP-13,S_ATSH-GOM-03,S_ATSH-NWA-07,S_ATSH-NWA-13,S_BNOS-GOM-11,S_BNOS-NWA-07,S_BNOS-NWA-11,S_BTIP-GOM-05,S_BTIP-GOM-12,S_BTIP-NWA-06,S_COP-SWA-03,S_DUS-NWA-06,S_DUS-NWA-11,S_FTH-GOM-03,S_FTH-NWA-07,S_GRE-SWP-06,S_NER-I-02,S_OCW-WCP-12,S_SAN-NWA-06,S_SAN-NWA-11,S_SPIN-WP-05,S_SPT-SWP-13,S_WTIP-SWP-06,S2
0,10.087119900733837,8.7432731882122,7.966747912378216,7.036445534761356,5.597576180305417,5.459984202901496,4.9472492032976065,5.663229037793096,9.853803713975573,6.170931758042913,12.373904472506457,9.936277084393442,9.999221498990115,9.0386209917013,10.303337941411565,12.032853736783492,6.4577927393181636,5.302946324748103,12.388129276426907,6.870991222071426,7.074225933354912,9.632839270653646,7.143815896709192,3.616031557995703,2.004993233793992,-1.5991425638496632,3.373563002541543,2.8479889711301274,0.18354699721425713,1.8164082019471421,4.104331542694,2.059789208875596,6.196490692718195,2.6964799276978186,4.351896910348454,3.1799875035648144,3.158815042693752,2.9698803063889345,1.2842193348520312,0.3873000540039122,1.673150887153442,1.1442434571393716,0.6528754407806624,1.02029464867491,2.4499677913387177,1.5708002075529173,4.617029675349942,2.2127033145037185,2.174482366196395,0.49407125439055566,0.6550463888178003,2.6450313510596146,4.685445779610471,1.1751452887874225,8.128150222615535,2.160826829534788,2.862673417545108,1.8365059175524443,6.0401610509901245,1.5877095558641199,2.2802435231346445,1.3499411455177845,4.509417345651633,5.004402176587518,4.491667176983628,5.887778316012539,10.078352992195017,6.3362577021365905,21.87776829379621,19.89872651660429,19.961670931200963,3.912870554065967,5.177587533988476,11.001360150423093,6.756330307288858,4.312400837691605,18.60544115126651,13.088303096911032,7.715060165468155,2.2311739326864495,7.97669256500523,2.059789208875596,6.196490692718195,2.6964799276978186,4.351896910348454,3.1799875035648144,3.158815042693752,2.9698803063889345,1.2842193348520312,0.3873000540039122,1.673150887153442,1.1442434571393716,0.6528754407806624,1.02029464867491,2.4499677913387177,1.5708002075529173,4.617029675349942,2.2127033145037185,2.174482366196395,0.49407125439055566,0.6550463888178003,2.6450313510596146,4.685445779610471,1.1751452887874225,0.008312577266877327
1,10.762470388105967,8.0493169806914,7.0871578296216695,6.135028124891172,5.420634082252329,5.398037242051761,4.910471503636141,6.288376595903128,10.543170039774608,6.81174718655787,13.442920279810796,9.9135663079706,10.072797891608186,9.777540542778898,11.041108619936448,9.517227528388206,7.048937082898476,6.833645457892403,10.836248221368136,5.364585805963796,8.633956224449593,9.86638324040978,6.327960651096866,1.8010059425870724,3.784859533746822,-1.3337220640987357,3.7352870499971678,3.4882533778738662,-0.43326402420570415,1.55617149107215,4.239767680559911,2.003520906231987,7.168547048966445,2.674896463930908,4.313905607116841,2.961664626544004,3.2248711304005053,3.1468596279258243,1.3594921875106591,0.3927634306012596,1.6598675025162206,1.150909403527254,0.6812272731434051,0.9875290078691429,2.395132900364063,1.5733215053135314,5.393008484800242,2.094304021619532,2.362028077722567,0.48143506998649893,0.6462257495050696,2.512335298526222,4.679562091062142,1.2048174624013568,8.470714021162715,2.142329045704891,2.189860491401215,1.4611979483038067,6.034579699732669,1.6238415076885961,2.2900115112334616,1.337881806502964,4.501752515206217,5.006739434948188,4.519173696532568,5.875461827546872,10.130255271418353,6.349438781124707,21.821434875443487,19.7841586807345,19.943390264372084,3.9212701461265755,5.184838248481839,11.004565905528763,6.766987218498626,4.291160529656656,18.600552871761018,13.128890456356679,7.708801823626457,2.2258332000039167,8.032267555533032,2.003520906231987,7.168547048966445,2.674896463930908,4.313905607116841,2.961664626544004,3.2248711304005053,3.1468596279258243,1.3594921875106591,0.3927634306012596,1.6598675025162206,1.150909403527254,0.6812272731434051,0.9875290078691429,2.395132900364063,1.5733215053135314,5.393008484800242,2.094304021619532,2.362028077722567,0.48143506998649893,0.6462257495050696,2.512335298526222,4.679562091062142,1.2048174624013568,0.008289693414642457
2,9.990707883200061,8.423054804031496,6.914165092921079,5.927908029779425,6.153059992613154,5.918367430324339,5.4116034943219375,5.89703718784015,10.168262283472362,6.480482226691832,12.728876454677355,9.655330359640375,9.813900476041095,10.68924029721581,11.950162163227628,10.369546984914965,7.901628914423223,6.510373482267054,9.647724090993213,4.143357042067578,8.24556312305444,10.404589023526743,6.7377294597604545,3.333886092001923,4.146832255656624,-1.8361538751486997,2.5880453630411195,3.0472798558882292,-1.1339091430340869,1.537967283214975,5.499435040354554,2.00426446178655,6.211131181032168,2.5756948116427845,4.566858022420963,3.073013448465261,2.7582424138977593,3.099310094901929,1.2745543104126165,0.3837301862553567,1.6489451691038723,1.1392720625683599,0.6683809137457654,0.9722777087270214,2.3224340626066082,1.5505829161988278,6.653034952536963,2.0752827137116774,2.3066863705684315,0.4930990471316285,0.6579837451822729,2.7829435044005737,4.386980218628677,1.2074545790384876,8.095330178382564,2.407979468781671,2.7158321180385543,2.059502384290713,6.019925787432442,1.5961911058174618,2.3057642268329097,1.3195071636912548,4.492460057929861,4.98409945891904,4.477335522916639,5.847824850183401,10.119049945815615,6.363268975975482,21.86625825087284,19.822979736589716,19.981549852990437,3.9043158668799225,5.165237767581788,11.007367692036613,6.776622523346099,4.326160872990492,18.604150607549016,13.099783558623379,7.7455131223839455,2.224012366859419,8.033290982788017,2.00426446178655,6.211131181032168,2.5756948116427845,4.566858022420963,3.073013448465261,2.7582424138977593,3.099310094901929,1.2745543104126165,0.3837301862553567,1.6489451691038723,1.1392720625683599,0.6683809137457654,0.9722777087270214,2.3224340626066082,1.5505829161988278,6.653034952536963,2.0752827137116774,2.3066863705684315,0.4930990471316285,0.6579837451822729,2.7829435044005737,4.386980218628677,1.2074545790384876,0.008908624157849317
3,8.984924089374779,8.152413668672834,7.2664153066881,6.370074457411959,6.7376941742708825,6.412770163882133,5.938036357511024,7.6362777046975765,11.888248932104853,8.224283617780374,7.723488098600044,9.809393037490269,9.901892498535096,11.516082614433792,12.777201961361675,9.516113080576526,5.964846488375448,5.61998034430579,11.386743609040623,5.880540030546845,7.184633953797096,8.539876988893049,6.719462576335835,3.7007921383528575,3.268389540916683,-2.098090367064939,1.1802097033806793,5.144721076984382,2.3061364828557234,2.4676879096068185,3.1902126607137045,2.004611196735834,6.258706497056488,2.7447455893145096,4.160693193725743,3.1277024237238202,3.3530082824871035,3.0552032892216947,1.4048052805499291,0.39135660975096653,1.6336415561649689,1.1722817234098093,0.6706629854692908,0.9690157416374555,2.4948140398617755,1.514586926262995,4.894540623487935,2.172767907975741,2.1911854546213223,0.47693667587390803,0.6590320694220234,2.6147772941658527,5.035547241266958,1.1879592975604163,8.33192806505898,1.8582753153024962,2.3373104669209805,1.3594322578394398,6.036463100111177,1.5735244753896804,2.2573564518830853,1.3610156026069433,4.483198682837869,4.988221506464604,4.513487700093495,5.886147452479852,10.138118679887132,6.396451783700172,21.883367622897378,19.871370841016088,19.96387030206091,3.916228176944002,5.177347563510639,11.004805787762637,6.788980053513658,4.298036115151691,18.601175385166382,13.094971806672602,7.7079015027484,2.207272113041787,8.002081048746422,2.004611196735834,6.258706497056488,2.7447455893145096,4.160693193725743,3.1277024237238202,3.3530082824871035,3.0552032892216947,1.4048052805499291,0.39135660975096653,1.6336415561649689,1.1722817234098093,0.6706629854692908,0.9690157416374555,2.4948140398617755,1.514586926262995,4.894540623487935,2.172767907975741,2.1911854546213223,0.47693667587390803,0.6590320694220234,2.6147772941658527,5.035547241266958,1.1879592975604163,0.008473965144584997
4,6.616624680103398,9.421649959159703,6.887019807297045,5.888931737728545,7.8067015906132955,7.018105157519281,6.548422098114847,7.058506121966796,11.277286507695916,7.661033931830744,9.609400191059587,10.016949290984972,10.106958771467607,11.229505206263784,12.512296588153243,9.683189745011894,9.044195820181528,4.3926979942519955,11.554013298712118,5.987102422169264,6.527099404345156,7.546227456292659,5.603911648715835,5.266380905144508,3.6773017558258236,-3.1768020017030585,-0.2770853673165903,3.8712755967885304,0.612397401851543,2.7606375476881597,3.4850355821969146,2.197062558333411,6.576608106029035,2.723856717134543,4.707238381616474,3.0712297226672254,3.1383803952466534,3.1019049631119144,1.3316006079167066,0.39022549994513245,1.6804606101863881,1.1863925097645422,0.6797354508088387,1.0021409051754349,2.3670363131963015,1.5700905349071121,5.039898397924327,2.0550176795088033,2.2166230666017013,0.48815605489886793,0.6447204229088599,2.5583262524075554,5.3017895973371605,1.218195688105078,8.318338395899495,2.2118969390792036,2.318060759516007,1.8504335881209595,6.043409598365169,1.6012669372330617,2.2997478196761763,1.3016597501076768,4.518887067755892,4.986946117664674,4.517263058260239,5.888972068160726,10.107752453889844,6.373848825109578,21.848353627226814,19.824190779894003,19.91420026037664,3.9088893565342566,5.191680798442329,10.999603081838673,6.7623831685846545,4.310532500911863,18.656329638398773,13.089418761855917,7.715099021862765,2.196947804265168,7.940446933224303,2.197062558333411,6.576608106029035,2.723856717134543,4.707238381616474,3.0712297226672254,3.1383803952466534,3.1019049631119144,1.3316006079167066,0.39022549994513245,1.6804606101863881,1.1863925097645422,0.6797354508088387,1.0021409051754349,2.3670363131963015,1.5700905349071121,5.039898397924327,2.0550176795088033,2.2166230666017013,0.48815605489886793,0.6447204229088599,2.5583262524075554,5.3017895973371605,1.218195688105078,0.00905463421718202
5,6.974383408734592,9.311734436644935,7.523055978520798,6.587001544445524,7.510942064575933,6.987212759002641,6.4809581583401545,6.903127362468948,11.207288447000662,7.5211183864293325,9.867731980740606,9.325261643359688,9.467263319166305,11.236614170857765,12.485667068249596,9.024693024979475,9.604731858095182,4.823193821843392,11.86061141521009,6.36443223365081,6.7767203275790004,7.212840891308926,5.051840701111903,5.516821690023525,3.982670821895235,-2.6152301232685726,0.3898823991904582,4.23965221420073,0.3209829738881441,3.487297099687536,3.4955450761912044,2.139419299690211,6.335757870059869,2.642656927149432,4.509197230781314,3.105849861650857,3.109805287310755,3.1091912373738784,1.3192565923021389,0.3881147445288578,1.623473888412954,1.191499395937863,0.6717040357897677,0.9822230632392027,2.402846367816989,1.526459550522493,4.787978335907625,2.106983460073607,2.1788633544542546,0.49088963113425566,0.6406273911808746,2.6146072611847835,5.46648884221499,1.2041985337075245,8.082896357125053,2.073500836842849,2.7113066126927867,1.8252808452827798,6.041281443616508,1.5897138234887636,2.2770222211693185,1.3409677870940446,4.491611868990521,5.002395659278316,4.496141058615831,5.848135787365379,10.152296871897095,6.369273253108135,21.83707687609549,19.866126388946952,20.008128064753567,3.923228255968021,5.172281202768812,10.996496053346473,6.808917440446128,4.311127561779265,18.56493131595796,13.06875213439868,7.744506608584281,2.1991330765480686,7.998880248098616,2.139419299690211,6.335757870059869,2.642656927149432,4.509197230781314,3.105849861650857,3.109805287310755,3.1091912373738784,1.3192565923021389,0.3881147445288578,1.623473888412954,1.191499395937863,0.6717040357897677,0.9822230632392027,2.402846367816989,1.526459550522493,4.787978335907625,2.106983460073607,2.1788633544542546,0.49088963113425566,0.6406273911808746,2.6146072611847835,5.46648884221499,1.2041985337075245,0.008796134095134887
6,7.257681365759182,11.32268275738716,7.702706171968672,6.770282841665257,7.928605225998529,6.8219672952296895,6.3277009490113,6.979706667348987,11.196629927250266,7.571519427274645,8.032279806372856,8.98883041226804,9.158560052798316,11.182658638508428,12.452331503951768,10.184681339250941,8.051854948275755,3.768898668805657,11.399349118176003,5.811694471974762,6.41153629492439,9.064039977817664,5.792565979481321,5.28005958981019,3.301558778796932,-4.0748518241532885,0.7366459538914569,3.539588363622392,1.3933836221354399,2.6896893837310243,3.5350692513437982,2.0774163083362014,6.503510892062599,2.7789069186949904,4.712779630159989,2.9649752326828214,3.1177679255838404,3.0561028172949944,1.3395479521025084,0.3831789457423853,1.6097463605310167,1.176560287410037,0.669676270254051,0.9754745290191407,2.433757117068676,1.4698164219967693,5.3646196977694105,2.1052295794078373,2.264053610833611,0.4825624513699176,0.659423524287441,2.578728651459534,5.440158216271877,1.2126359556702264,8.634192856570365,1.958794188830639,2.4662040061414023,2.372410539674011,6.009295929865708,1.6055324079751556,2.2604861832283136,1.3280628529248983,4.498195496787341,5.00345685483191,4.50919050861352,5.898633200849871,10.11555646075115,6.3395361441336275,21.83492906333405,19.83642778724021,20.00615742777049,3.925436847158136,5.195109789586744,11.006352495534864,6.807018344424024,4.282182603388716,18.683602646480768,13.095948000279527,7.745151557319079,2.2034465664936107,7.989054672527866,2.0774163083362014,6.503510892062599,2.7789069186949904,4.712779630159989,2.9649752326828214,3.1177679255838404,3.0561028172949944,1.3395479521025084,0.3831789457423853,1.6097463605310167,1.176560287410037,0.669676270254051,0.9754745290191407,2.433757117068676,1.4698164219967693,5.3646196977694105,2.1052295794078373,2.264053610833611,0.4825624513699176,0.659423524287441,2.578728651459534,5.440158216271877,1.2126359556702264,0.008850708206284618
7,6.846980749864186,10.720174580036513,6.842891352162177,5.921054170669984,7.867921789464677,6.871494953631553,6.370329406239473,6.504069950824859,10.746535607194499,7.092024636614555,12.416600583207641,9.442388571923406,9.589459725934367,10.67580279520431,11.93805370926702,8.986976309184136,10.765754274960477,4.330040748519852,10.677119401081258,5.094043582927043,6.998814277935332,8.454632374944627,4.766957918078368,4.723888104036748,4.5259724691178755,-3.691643156374912,0.690986743370738,2.7779560237835463,-1.0855949445406126,2.2995735208749517,3.950821083641137,1.9907064352127457,5.773501755299919,2.7672127379560205,4.545157934505921,3.0020980270890463,2.9719420668020984,3.0537857172651592,1.3559309662901853,0.39011435934737665,1.6667827922087304,1.178360149941262,0.6636287628184175,0.9646801631374632,2.2960833417591338,1.541793502119679,5.974698883083514,2.093560134231581,2.3626299059876157,0.4776700123169002,0.6698062430242168,2.5224586821297765,6.651097923367543,1.2129368708571915,8.009350194920042,2.481370198903525,2.6912020737137277,1.835653815657659,6.02687781225101,1.602576238443099,2.2533721683813064,1.3315349868891135,4.528338616642668,4.992224262122917,4.491058714730837,5.87648182235833,10.118947478727973,6.327718606276433,21.875047762109606,19.817612704745237,19.9646838587562,3.917968162355293,5.180219146163394,10.999556006210176,6.76966049521889,4.290280072197987,18.64101367659527,13.057937858441058,7.7137770273905915,2.152943949342665,7.990290043520249,1.9907064352127457,5.773501755299919,2.7672127379560205,4.545157934505921,3.0020980270890463,2.9719420668020984,3.0537857172651592,1.3559309662901853,0.39011435934737665,1.6667827922087304,1.178360149941262,0.6636287628184175,0.9646801631374632,2.2960833417591338,1.541793502119679,5.974698883083514,2.093560134231581,2.3626299059876157,0.4776700123169002,0.6698062430242168,2.5224586821297765,6.651097923367543,1.2129368708571915,0.008859507125858685
8,7.820632977791505,11.59886344531381,8.301597492652348,7.338204946204633,7.173480275762559,6.278231890148548,5.813257732124369,6.571744542831319,10.829093370231,7.178005264709964,10.506515772787408,8.079432231993673,8.188468469354953,10.721712499691984,11.999809633890889,11.356049402458439,9.36943865415453,4.5104348433203825,10.881333722184307,5.311717709324402,6.068523040676398,9.132411333632103,5.063725683053909,4.673072861274976,3.0162029318475008,-3.499306067771823,1.5198610074679757,4.234534449578451,-0.1425795621532367,2.3947761631188236,3.6405809355180225,2.14975276092102,6.501517830938896,2.6776589970905635,4.455605944533805,3.1362591073750927,3.260507359564525,2.9895207418878,1.3077711447510143,0.3884090654151597,1.65076956562935,1.2129233070075454,0.6689359470627076,0.9856172345213599,2.444590130769322,1.5530662310355294,5.764943093534238,2.0522287498700056,2.11025459277847,0.4928931404578019,0.6538688226613897,2.6983628732412046,5.6981841030754214,1.1859186852704444,7.4625771656393045,2.29155274192719,2.254439740610025,1.5342004486552245,6.048056315314312,1.5656617486153257,2.2787157020407802,1.3153231555930638,4.503079144458207,4.99205997879967,4.527085820775492,5.860564772582369,10.117913599982048,6.337230687128094,21.84815231182224,19.839818948390032,19.948855185751306,3.929927570405302,5.208024770715817,11.005040301258433,6.788378787795864,4.3036699582692926,18.655114016710797,13.08549800385089,7.737703994806146,2.1928528282548467,8.003957330973098,2.14975276092102,6.501517830938896,2.6776589970905635,4.455605944533805,3.1362591073750927,3.260507359564525,2.9895207418878,1.3077711447510143,0.3884090654151597,1.65076956562935,1.2129233070075454,0.6689359470627076,0.9856172345213599,2.444590130769322,1.5530662310355294,5.764943093534238,2.0522287498700056,2.11025459277847,0.4928931404578019,0.6538688226613897,2.6983628732412046,5.6981841030754214,1.1859186852704444,0.008372059495326944
9,7.460047794987024,9.380593709427968,7.1789209543617405,6.236081126107975,8.018785616371074,7.362735972970899,6.889799390124462,6.446604171572568,10.71698946499183,7.049974669969216,11.33830787710058,10.075749079290894,10.154729000231209,10.012908518016317,11.25760586481847,8.250460391730838,8.977519050038861,2.9389603505202038,12.364498750967309,6.852652682027014,6.262312648671879,8.33648021408891,6.497146931504346,5.750046375932669,3.8699277129668914,-2.9356188835868275,0.8468668607221401,1.7457407866332,0.38268020375593986,2.10052002815478,3.2601457707128287,1.9969187098822878,6.537990791942802,2.6494839434870503,4.372435858850731,3.042693744565259,3.153575345857758,3.0401456985725397,1.3059437603670365,0.3874580818848883,1.5999650873848563,1.1706968077805995,0.6706624919006031,1.0245271778793401,2.513738017627263,1.5966967590378276,5.367488989657062,2.1052991912831533,2.286929141378266,0.4896250826583468,0.6540706341032954,2.6117462326008907,6.043136151222854,1.1792134555873983,8.33252661323547,2.2604177586146132,1.7845937941587775,1.5637580966581763,6.010042075559062,1.6259317890198028,2.2857860489313913,1.3429462206776261,4.487467451961181,4.992667884608634,4.519731301762197,5.869323278081677,10.139708571500938,6.363974802986657,21.89816341963158,19.85553590443758,19.934515825377893,3.9201659433126306,5.1648633455767765,10.999745314495467,6.761412364963746,4.3052643803863715,18.604735448177586,13.092889379237292,7.699732256770132,2.1783622794808624,8.006898942954493,1.9969187098822878,6.537990791942802,2.6494839434870503,4.372435858850731,3.042693744565259,3.153575345857758,3.0401456985725397,1.3059437603670365,0.3874580818848883,1.5999650873848563,1.1706968077805995,0.6706624919006031,1.0245271778793401,2.513738017627263,1.5966967590378276,5.367488989657062,2.1052991912831533,2.286929141378266,0.4896250826583468,0.6540706341032954,2.6117462326008907,6.043136151222854,1.1792134555873983,0.008750151598604516
