,Ga50,Lmax,Depth,Interbirth_interval,Amax,Litter,Offspring_size,Trophic,Temperature,Depth-S,K-S,Amax-S,Trophic-S,Temperature-S,GS,mu_a50__0,mu_a50__1,mu_a50__2,mu_a50__3,mu_a50__4,mu_a50__5,mu_a50__6,mu_a50__7,mu_a50__8,mu_a50__9,mu_a50__10,mu_a50__11,mu_a50__12,mu_a50__13,mu_a50__14,mu_a50__15,mu_a50__16,mu_a50__17,mu_a50__18,mu_a50__19,mu_a50__20,mu_a50__21,mu_S__0,mu_S__1,mu_S__2,mu_S__3,mu_S__4,mu_S__5,mu_S__6,mu_S__7,mu_S__8,mu_S__9,mu_S__10,mu_S__11,mu_S__12,mu_S__13,mu_S__14,mu_S__15,mu_S__16,mu_S__17,mu_S__18,mu_S__19,mu_S__20,mu_S__21,S2
0,7.981086098718452,-1.7881647759452406,4.78325750045036,4.560232514148326,2.4301772484744286,3.497637859168271,3.539394760542307,-0.35548244503914267,0.01203384261634112,0.5012010963145485,2.299668786905222,0.7149738908233958,-0.5584182247158719,-0.5517363006901079,1.2052410540046754,2.8095873382729506,1.733047693431569,1.7394055409964775,1.7394055409964775,5.585045863121738,5.585045863121738,5.585045863121738,7.2844227351264985,7.2844227351264985,7.2844227351264985,21.832657344233535,19.317004364715125,19.317004364715125,3.260141200603217,3.260141200603217,5.85201292500032,9.081256194067938,13.378691062245487,13.378691062245487,8.268944432369057,1.6505931046834317,10.356905007881835,0.35524703920776485,4.494565948170157,1.3023227099364036,1.3023227099364036,1.922439433045029,1.0213606970483537,1.0213606970483537,0.6862258515602286,0.6862258515602286,0.7705869700078194,0.8567949988673891,1.3753327732024854,1.3753327732024854,1.354004709844932,1.3540046668088763,1.1640370439523,0.34367909373403527,0.3912521361144724,0.3912521361144724,1.6567272265443866,2.309377018569635,0.38085070362664886,0.09992959158815136
1,8.025744614303964,-1.8918643351490572,4.93958666811086,4.363512211295379,2.8940377301336593,3.27566645549381,3.271929438736914,-0.3865945039854183,-0.13546345802596657,0.44242196266967493,2.259764057441936,0.8192987792401003,-0.5860322130504084,-0.4985926095770056,1.1738703426489845,2.9219067467460196,2.006818174280789,2.0551702396033225,2.0551702396033225,5.716852670620917,5.716852670620917,5.716852670620917,6.946970690627636,6.946970690627636,6.946970690627636,21.613783607318336,19.493333199734504,19.493333199734504,3.0713320331680247,3.0713320331680247,5.761086782769841,8.706238942936466,13.833482286341528,13.833482286341528,8.308659233157098,1.7743892741617722,10.575393151876474,0.3304721049241464,4.338967805345231,1.202117588718796,1.202117588718796,1.8801855771999667,0.9947427029368655,0.9947427029368655,0.6564142828932258,0.6564142828932258,0.7393115350536189,0.8184448349169591,1.3957560480602051,1.3957560480602051,1.291412688360084,1.2914126460708064,1.1141606684771823,0.34257054285163213,0.4034537326322353,0.4034537326322353,1.6654653041026908,2.285598932321622,0.4221761881710679,0.09997868301947971
2,8.061508949461468,-2.102322130865167,4.962693163883765,4.517462456676334,2.6885298853234674,3.478131408240472,3.6024226962928942,-0.3848879083322992,0.17119318315213972,0.5525378556147225,2.3801019086455915,0.7039583224157214,-0.5003965996962609,-0.518121873153029,1.2284641089122417,2.8758492904800645,1.9147540945651644,1.9843522253018793,1.9843522253018793,5.624995292739965,5.624995292739965,5.624995292739965,7.287079815190805,7.287079815190805,7.287079815190805,21.830258672589537,19.32646081468606,19.32646081468606,3.1043459652682563,3.1043459652682563,5.9040837896560525,9.00252641121848,13.803351217900005,13.803351217900005,8.040370220298987,1.8599193578772841,10.752189281362007,0.31109746473680255,4.689812274131008,1.385917266534734,1.385917266534734,1.9487626112868717,1.0161677821541868,1.0161677821541868,0.7235099496213839,0.7235099496213839,0.8108216791086542,0.8670691384006454,1.3360162905566633,1.3360162905566633,1.3211499828218065,1.3211499382805234,1.2605933575866004,0.32256508655543487,0.4795294509016449,0.4795294509016449,1.5871815608423039,2.33982759756483,0.3638982252166141,0.09999373924732546
3,8.076430412964202,-2.2446707417893914,5.135879679024117,4.490990787120311,2.397648438088158,3.361928055027824,3.914460272841166,-0.3534122061108613,-0.23296172961152295,0.5400418620601007,2.088880532605907,0.6865849809251984,-0.5931701271651265,-0.5750224112021062,1.1174591020212177,3.103998211875979,1.8804198890708008,1.9891933149836776,1.9891933149836776,5.71784027454842,5.71784027454842,5.71784027454842,7.334677057531109,7.334677057531109,7.334677057531109,22.124212711809978,19.479963948261734,19.479963948261734,3.3249224471666703,3.3249224471666703,5.595860210227197,8.806696302569016,13.436640433765536,13.436640433765536,8.156060564357569,1.7756898082371417,10.619539102470945,0.3653041455060394,4.071714713677619,1.1720733419898826,1.1720733419898826,1.743239327907626,0.924753709158317,0.924753709158317,0.5612609322301256,0.5612609322301256,0.6378894880628037,0.8756022760173217,1.4333965724735223,1.4333965724735223,1.2459120364938288,1.2459119974024693,0.9478720755891006,0.3505810662774603,0.3815646653948768,0.3815646653948768,1.613731049903129,2.1199827099309796,0.4202609152049675,0.0999956845157758
4,7.987417342091463,-1.8378318051898577,5.003811286048174,4.415912803171853,2.4780183210724256,3.2051930454238864,3.7314054216686934,-0.2855341815116303,-0.055154196436456755,0.45188866794162674,2.047587316959699,0.5908940057193441,-0.43854190305765706,-0.5471394820448079,1.1747179711045124,2.9920547020100052,1.8106936010529655,1.855403058488503,1.855403058488503,5.544698045535367,5.544698045535367,5.544698045535367,7.285546504984735,7.285546504984735,7.285546504984735,21.65024067467478,19.411148788866917,19.411148788866917,3.1377387896649584,3.1377387896649584,5.556308632769586,8.916339918199098,13.52143371004074,13.52143371004074,8.192528595388413,1.723853495281228,10.53897956095359,0.40926831765361177,4.124234150743959,1.2819132024068087,1.2819132024068087,1.8395218344362139,1.0372161276688376,1.0372161276688376,0.7157220741339848,0.7157220741339848,0.7908358284108702,0.9360298869814445,1.3156603626040895,1.3156603626040895,1.3143501011893157,1.3143500628707185,1.1717367069659583,0.34472424417887626,0.4368038464474706,0.4368038464474706,1.5667702681456235,2.095677182930947,0.36166555326935373,0.09999312556527812
5,8.011036636771331,-1.9073485349265829,5.122431156285893,4.1697545209472215,2.654516593834157,3.3760296571005872,3.72041580046534,-0.31846423159518705,-0.19452419825849282,0.4655521529188837,1.9033557707398145,0.549553901204652,-0.44869192052640366,-0.6075796170823171,1.165187492750845,3.1240482202231017,1.9373996869345704,1.978940257288635,1.978940257288635,5.522365416479241,5.522365416479241,5.522365416479241,7.103822005848638,7.103822005848638,7.103822005848638,22.235646183393815,19.49002510292607,19.49002510292607,2.9749563435834903,2.9749563435834903,5.497271751782827,8.802570166622582,13.663435329139544,13.663435329139544,8.292979056710356,1.7734994555711243,10.48611515487183,0.47403222312941573,3.883497376942992,1.241388816051443,1.241388816051443,1.7910905337802245,1.0452990433637854,1.0452990433637854,0.6787873110145307,0.6787873110145307,0.748610070943091,1.0321749435896614,1.4072745031934362,1.4072745031934362,1.318381408920388,1.3183813733009433,1.0785141468363504,0.3693023210265665,0.4390631625907835,0.4390631625907835,1.610257657730405,1.9929823469676744,0.39327476492292246,0.09999172309817847
6,7.953814715085402,-2.2874558657934227,5.321092833444261,4.556357685571519,2.107399583320119,3.2870841564241267,4.065098918452515,-0.05932637455565017,-0.4576219257294168,0.6736811585069941,1.9955805721664406,0.4313613752896099,-0.5234252120404163,-0.6564956905286411,1.1022681743300529,2.9250106317348727,1.8124298845356759,1.936889420637601,1.936889420637601,5.644171993923509,5.644171993923509,5.644171993923509,7.292052888284191,7.292052888284191,7.292052888284191,22.315382098526126,19.412721950902267,19.412721950902267,3.182915959419437,3.182915959419437,5.512955394360061,8.429329124534712,13.325319543555375,13.325319543555375,7.882867473662323,1.327706010134258,10.253874718738357,0.40234260664584803,4.057905029098764,1.2877762939856083,1.2877762939856083,1.6730760290104612,0.8911481140922645,0.8911481140922645,0.5489585157118604,0.5489585157118604,0.6221644530098138,0.9274687454677779,1.3606934402557895,1.3606934402557895,1.2628462879851714,1.2628462506398297,0.9241453767413114,0.35198452180479145,0.36769272397936004,0.36769272397936004,1.4954407410691957,2.0051817317675296,0.35195988597090644,0.09989915511308502
7,7.953814715085402,-2.2874558657934227,5.321092833444261,4.556357685571519,2.107399583320119,3.2870841564241267,4.065098918452515,-0.05932637455565017,-0.4576219257294168,0.6736811585069941,1.9955805721664406,0.4313613752896099,-0.5234252120404163,-0.6564956905286411,1.1022681743300529,2.9250106317348727,1.8124298845356759,1.936889420637601,1.936889420637601,5.644171993923509,5.644171993923509,5.644171993923509,7.292052888284191,7.292052888284191,7.292052888284191,22.315382098526126,19.412721950902267,19.412721950902267,3.182915959419437,3.182915959419437,5.512955394360061,8.429329124534712,13.325319543555375,13.325319543555375,7.882867473662323,1.327706010134258,10.253874718738357,0.40234260664584803,4.057905029098764,1.2877762939856083,1.2877762939856083,1.6730760290104612,0.8911481140922645,0.8911481140922645,0.5489585157118604,0.5489585157118604,0.6221644530098138,0.9274687454677779,1.3606934402557895,1.3606934402557895,1.2628462879851714,1.2628462506398297,0.9241453767413114,0.35198452180479145,0.36769272397936004,0.36769272397936004,1.4954407410691957,2.0051817317675296,0.35195988597090644,0.09989915511308502
8,7.956331913626547,-2.0834193513293324,4.944981738606435,4.424962086806487,2.4630009203997716,3.6315362997953002,3.577464660802521,-0.36297632507292116,-0.16476941149542448,0.3944577434240602,2.500272998629688,0.9446258296957564,-0.5631391224546456,-0.5216682406259022,1.274260347210914,2.876482999409852,1.8835426351900406,1.9344189530299973,1.9344189530299973,5.606267736965039,5.606267736965039,5.606267736965039,7.101847269179084,7.101847269179084,7.101847269179084,22.19143913315606,19.177956721147144,19.177956721147144,3.176738976560045,3.176738976560045,5.810403018622479,8.786160393625261,13.373405193230484,13.373405193230484,8.11703589780907,1.650494525408056,10.274358790195524,0.3098275492943816,4.757262590091971,1.2865542780679917,1.2865542780679917,2.101436539943577,1.1217550979548145,1.1217550979548145,0.7529748648834567,0.7529748648834567,0.8446949542240458,0.8989416337075105,1.4561621698510723,1.4561621698510723,1.3865824840552716,1.386582437265104,1.3130344272226733,0.29023072537148625,0.43698356108474673,0.43698356108474673,1.795114791326084,2.4615735579169624,0.37958600453687935,0.09987493564557862
9,7.886719459880468,-1.9648316668336034,5.065507797099018,4.354880114142743,2.7327815758913574,3.4433416718298924,3.4684877720847425,-0.39046974680612817,-0.189340938892433,0.40218275469015935,2.402370493105299,1.0361050480390384,-0.7495395063241013,-0.5794752871830133,1.2361277995398692,2.8089471525472285,1.8187071087735756,1.8648736789815163,1.8648736789815163,5.492670469970545,5.492670469970545,5.492670469970545,6.860435816782674,6.860435816782674,6.860435816782674,21.95646891421673,19.400789877392327,19.400789877392327,2.9162700553169785,2.9162700553169785,5.554509814531847,8.642252985703879,13.603459904518454,13.603459904518454,8.148563081279224,1.5765557685009703,10.37171739913864,0.3725668124268169,4.461504906976701,1.126698170451756,1.126698170451756,2.0157556980167417,1.0744353741294874,1.0744353741294874,0.6206187189300967,0.6206187189300967,0.7087473498346331,0.8934283050153693,1.6491230431112143,1.6491230431112143,1.3948449741552866,1.3948449291972684,1.0471211331365926,0.36444812985404035,0.34640844213440686,0.34640844213440686,1.9503312668195676,2.4575218016790643,0.4991287852511233,0.0997747449124397
