,Lmax,Depth,K,Interbirth_interval,Amax,Litter,Offspring_size,Trophic,Ga50,GS,a50_ABTP-SWP-13,a50_ATSH-GOM-03,a50_ATSH-NWA-07,a50_ATSH-NWA-13,a50_BNOS-GOM-11,a50_BNOS-NWA-07,a50_BNOS-NWA-11,a50_BTIP-GOM-05,a50_BTIP-GOM-12,a50_BTIP-NWA-06,a50_COP-SWA-03,a50_DUS-NWA-06,a50_DUS-NWA-11,a50_FTH-GOM-03,a50_FTH-NWA-07,a50_GRE-SWP-06,a50_NER-I-02,a50_OCW-WCP-12,a50_SAN-NWA-06,a50_SAN-NWA-11,a50_SPIN-WP-05,a50_SPT-SWP-13,a50_WTIP-SWP-06,mu_S,S2
11,6.349154975024497,4.4328326289058815,-1.517500082222397,1.7704023749255764,3.2399945794256495,0.8023564933118469,3.809454319665349,4.589808136186062,8.004355909756221,0.8221644809254351,5.159094691109315,1.5362007808728415,2.17584020601417,2.17584020601417,5.257833355338343,5.858114643803805,5.858114643803805,7.526516742944613,7.526516742944613,7.470316991629771,21.00481959532312,18.900073544171047,18.900073544171047,0.5612671554719757,0.5612671841417658,10.994660718503425,6.9391183047928635,7.251090752650407,14.47499907047974,14.47499907047974,8.235201365161657,1.736314911952027,9.521911702618798,0.8221644809254351,0.09997740950637853
12,5.62249304725329,4.193024775211887,-1.1448691187241313,2.4330807379310673,3.7688985496229455,1.073600142908183,3.6462983843618066,3.9953189402078175,8.012742959129099,0.7546960098735274,4.506689849442446,1.6517753412463376,1.8399246839389898,1.8399246839389898,5.679014888239965,6.1318936180424455,6.1318936180424455,7.309320204880515,7.309320204880515,7.2669206290820645,20.744993803799613,19.207250887570375,19.207250887570375,0.8725435079899972,0.8725435296197548,11.183296955885373,7.343303130573396,7.045458786603083,14.228348645343871,14.228348645343871,8.304516287096929,1.739542755526878,9.649012515311039,0.7546960098735274,0.09961472871205451
13,5.513675768478375,4.2822646043391295,-1.2282442010275711,2.5155348197899277,3.764178563221353,0.9741729207959179,3.649252554099906,3.96379813511095,7.964092438142886,0.8057850628841271,4.47326370307383,1.4245903171104586,1.7785386406585886,1.7785386406585886,5.622464084933321,6.108323703776497,6.108323703776497,7.250840704360183,7.250840704360183,7.205353379871503,20.52197708638058,19.2384256374222,19.2384256374222,0.8504721314143528,0.8504721546192966,11.25690256034124,7.125951804090846,6.974439706895902,14.242297372916703,14.242297372916703,8.196105378781864,1.6596244911622762,9.775657160342556,0.8057850628841271,0.09967334276555964
14,6.1765004286445535,4.177448482816985,-1.5007453966995825,1.5805186852585458,3.660526469655467,1.1815919738684366,3.5429217930538197,3.8905077091735025,8.040746019491056,0.7729867766559374,5.255599274739805,1.5527837577913983,2.0995007140641486,2.0995007140641486,5.218887615462812,5.812541211230729,5.812541211230729,7.204962905659179,7.204962905659179,7.149383654580725,21.232639098816414,19.050656218619544,19.050656218619544,0.6674679410006776,0.6674679693539254,11.132104947874373,7.040384312345175,7.640940688122722,14.3330399799504,14.3330399799504,8.799885702213054,2.025505030578473,9.552706396366734,0.7729867766559374,0.09997870303555996
15,5.9345375554448365,4.409856127041084,-1.3772182707639633,2.241064170965931,3.468405842177693,0.9236389042395755,3.831332297697131,4.197529721567439,7.948573348127861,0.8550557600286779,4.782109212388658,1.3866199536628807,1.8791897396919994,1.8791897396919994,5.397637637541665,5.942427300328126,5.942427300328126,7.345688440885785,7.345688440885785,7.294683946566521,20.711741577740796,19.076491588990578,19.076491588990578,0.7255662670679395,0.7255662930874176,11.299571850635147,6.952628862017198,7.106303668592243,14.184839199132224,14.184839199132224,8.127503359501697,1.7266776644961639,9.723304175585028,0.8550557600286779,0.09965578826860083
16,5.885375969861264,4.143823926509054,-1.3106280241929273,1.7980923142998497,3.90094135379985,1.0944802146161818,3.571267269138162,4.056568731051802,8.054512132009677,0.7303595715124401,4.995575930339023,1.742574016398558,2.104830350444404,2.104830350444404,5.499614976548769,6.018063369585609,6.018063369585609,7.253207374295809,7.253207374295809,7.204669011834546,21.144516402895235,19.08417342330877,19.08417342330877,0.6392957529502596,0.6392957777116623,10.904842461979046,7.23631635830234,7.2130183748637045,14.494136259980252,14.494136259980252,8.58997634214044,1.9515986504681746,9.583663424561095,0.7303595715124401,0.09998443452930579
17,5.7365734428442074,4.057479592942667,-1.3530592698312505,1.8668473757953656,3.735432771374541,1.0670889485923634,3.473504242680493,3.6779472080740305,7.9463721891588674,0.8048300464807202,5.011789432279594,1.5475857943271243,2.006506979109778,2.006506979109778,5.381889117701433,5.917122144295368,5.917122144295368,7.1222581981278275,7.1222581981278275,7.072148418649333,20.500095332361848,18.852414065876168,18.852414065876168,0.8852866545369023,0.885286680099949,11.011981611736632,6.924161977167546,7.374633731877044,14.0382787619212,14.0382787619212,8.607253874814033,2.069088096645087,9.622199329796707,0.8048300464807202,0.09963650040746967
18,5.624783571640246,4.147471701839363,-1.4360635606313374,1.9838272006372533,4.10630640042183,1.1509123090114484,3.3863784484536783,3.790628983254752,7.89608944271173,0.7872900306190208,4.675664387170293,1.197450654513568,1.77203862879897,1.77203862879897,5.3228863619672815,5.890953602683083,5.890953602683083,6.936685087265918,6.936685087265918,6.883501291149351,20.97445968683703,19.27108472466648,19.27108472466648,0.49136240603903736,0.4913624331702662,10.873575049995667,7.014976742338864,7.1515005972473595,14.513462687799873,14.513462687799873,8.589109680212937,1.5874032821116586,9.588355147187816,0.7872900306190208,0.09985720865639232
19,5.526198739583987,4.01987229844931,-1.468751447141679,1.758101294917534,4.0866357650028045,1.0427105858088221,3.6079711113994932,3.750370228385203,7.9012197117857665,0.8051912572058066,5.125723762219414,1.3605191536043226,2.030235348150309,2.030235348150309,5.430191858067286,6.011189527493775,6.011189527493775,7.007685602685994,7.007685602685994,6.953291229308569,20.62586032223879,18.79936924918362,18.79936924918362,0.6774719746611126,0.6774720024099061,10.644956744268466,6.8373582762331715,6.996882439030646,14.165283900464416,14.165283900464416,8.418108697720031,2.126527133751315,9.826162521603338,0.8051912572058066,0.09991868939249289
20,6.246824142664637,4.4971215210013735,-1.143459185487653,1.6372489662741074,3.8134510137877724,0.8859463851850512,3.617858926449974,4.076579857227729,8.015754994253047,0.7747720530230298,5.023490817550547,1.936770257147657,2.049753624429805,2.049753624429805,5.259445423555082,5.711766422554277,5.711766422554277,7.193363053019553,7.193363053019553,7.151015693295547,20.929455990234686,19.19252785438768,19.19252785438768,0.45544276015684027,0.45544278175996045,11.477272794795068,6.738481385562478,7.316363406703269,14.524331029937615,14.524331029937615,8.647316069487815,2.049637580472022,9.578745938441237,0.7747720530230298,0.09990187775977591
21,6.138203318491491,4.275356017814164,-1.48719246187751,1.7998747383662066,3.770292156105588,0.902883450622013,3.9645280209435385,4.6096998816027535,8.014289869633895,0.7531832222887637,5.125155846480659,1.4681280612888308,2.0798540783239243,2.0798540783239243,5.461386082709669,6.049678510282084,6.049678510282084,7.442996975383056,7.442996975383056,7.387919649527216,21.376407989136126,19.060607376446352,19.060607376446352,0.3992309753070242,0.3992310034042199,10.572920810877198,7.106142228224659,6.876195499829902,14.597546301705513,14.597546301705513,8.184373903439326,1.8063431711548148,9.70386529591805,0.7531832222887637,0.09980550106011993
22,6.436078625750259,4.358392000068278,-1.4535002845530554,2.1082604198888086,3.020656831793199,0.8505495293757767,3.7517291602589706,4.723914347254008,8.015602175663059,0.8016333240571122,4.819929624686578,1.472895578134454,1.9922946583686096,1.9922946583686096,5.331805151777794,5.906769880819931,5.906769880819931,7.68061077658652,7.68061077658652,7.626781221329886,21.082334009898936,19.076555592683835,19.076555592683835,0.6743998678871508,0.6743998953478076,10.92227664578745,7.234081509246838,7.346154106590066,14.459181321379923,14.459181321379923,8.252348452174875,1.3872174855963042,9.303402032114551,0.8016333240571122,0.09996881890444159
23,5.759315241902229,4.325689308975968,-1.2907684283943002,1.8839934755721728,3.8466674543462442,0.921709430923654,3.752921628607667,4.232492704696234,7.960769059906527,0.7889758180011948,4.936656241202256,1.724788250913607,2.1317070222790466,2.1317070222790466,5.491197570383641,6.001790053629065,6.001790053629065,7.232443864057082,7.232443864057082,7.184640990415998,20.818636855661254,18.86112756260909,18.86112756260909,0.5381440333396004,0.5381440577258001,10.96112604156491,7.021443467005932,6.830682476598977,14.41345871279248,14.41345871279248,8.145522364169008,1.9417075422133996,9.683944055922176,0.7889758180011948,0.09984473235457571
24,6.191162080961319,4.321487756303542,-1.3694547386626446,1.9802921013077521,3.760886185191257,1.0992421055335002,3.782287044698735,4.0858748994311345,7.931164113609745,0.9042318451166641,4.830730529054988,1.3402996803550327,1.7226626537570489,1.7226626537570489,5.243603948296216,5.785322571346061,5.785322571346061,7.180758470690787,7.180758470690787,7.1300414943614925,21.211646584933998,19.299217937343187,19.299217937343187,0.4779883481870115,0.477988374059815,11.155796177173903,6.944353530152118,7.259687025202339,14.284010579954053,14.284010579954053,8.473299321667316,1.7303608871008045,9.597034286296795,0.9042318451166641,0.0999370648294277
25,6.027195850691985,4.346262187017297,-1.6359563981386438,1.8864324734951152,3.236929222751472,0.9181154776597614,3.5829862376321038,4.210406012548323,7.966719005164451,0.7556436332456645,5.081192935017547,1.2934396469329383,2.1316234947897983,2.1316234947897983,5.21387504437887,5.861014392872201,5.861014392872201,7.3589477122116245,7.3589477122116245,7.298360998698784,20.734732407787575,18.861384436125988,18.861384436125988,0.7385153445814598,0.7385153754892197,11.118075237478958,6.922791402004163,7.4176616860471505,14.344602893610306,14.344602893610306,8.32144323128339,1.6773326023232267,9.563455347539255,0.7556436332456645,0.09990350197063841
26,6.0948900874296745,4.323937626320872,-1.0121870388326173,1.8528249850504024,3.978839444185152,0.9508342357417543,4.025877331303794,4.180781678045886,7.997638848799186,0.9101050980962787,5.001469611808313,2.041268430148951,1.9828332175537944,1.9828332175537944,5.547674269491998,5.948067618366583,5.948067618366583,7.285604972573559,7.285604972573559,7.248119202040227,20.974004538788257,19.010058581994226,19.010058581994226,0.5448184450589242,0.5448184641819491,11.146321300195341,6.949323375335744,6.865466616533958,14.14666074864298,14.14666074864298,8.282703957726397,2.301015509649656,9.752239523159261,0.9101050980962787,0.09992111370897605
27,6.181217802564191,4.304370630312823,-1.1202341740434034,1.8681385220982862,3.8693463376789614,0.9759859117027992,3.7145673258434533,4.329972975569753,7.954379089689187,0.8228948106987989,4.736773490654862,1.816405064680106,1.885266187288177,1.885266187288177,5.3955059228989715,5.838639746254683,5.838639746254683,7.257266643100442,7.257266643100442,7.215779408448416,21.160758137684873,19.167473581644654,19.167473581644654,0.37937304501549374,0.379373066179828,10.916038888738054,7.088256187766872,7.006101341805251,14.490141674694502,14.490141674694502,8.429164480860964,1.754361682375643,9.395252679777027,0.8228948106987989,0.09981077976090125
28,6.285064456746717,4.322610698020491,-1.5284410085395834,2.015275840617407,3.3237610801970967,0.7772680494951761,3.832276662242266,4.263546502293781,8.046729169237931,0.8195220919812619,5.165544889529285,1.2618755277861011,1.9365120508636386,1.9365120508636386,5.341819483221079,5.946428701169792,5.946428701169792,7.543459131832634,7.543459131832634,7.486854189542591,20.776416119829225,19.228965721518573,19.228965721518573,0.8339086051170597,0.8339086339935546,11.120289432521128,6.758150657751736,7.469024887821986,14.275980534343637,14.275980534343637,8.477706899376077,1.8645047732363196,9.822074513289705,0.8195220919812619,0.09993678868460998
29,6.263717157155921,4.4507829789618185,-1.5882085408045634,2.2397535845285206,2.9819622047533123,0.7371462739957174,3.7803016002149823,4.905752155457453,8.13850813331073,0.7734495258605514,4.897608235233695,1.3903486262123785,2.1639955743448853,2.1639955743448853,5.504137076067448,6.132388685668543,6.132388685668543,7.858368813648891,7.858368813648891,7.799550414839574,21.14300693404959,19.221551758573554,19.221551758573554,0.7588966134944024,0.7588966435000724,10.979215178668774,7.345880043211181,7.279837814259128,14.7791894342885,14.7791894342885,8.144027991436321,1.3230412847693978,9.550251677356037,0.7734495258605514,0.09997801964640274
30,5.743830928817306,4.088113622156249,-1.3915255348208706,1.7833070073720378,4.348419317551086,1.0833108161835987,3.6911420383954985,3.647604998070048,7.863580166842334,0.8209542167265864,5.009901911831889,1.1985529701916482,1.7054876383870172,1.7054876383870172,5.313924651143515,5.864373874020356,5.864373874020356,6.873149509299697,6.873149509299697,6.821615153604205,20.871097406054577,19.20072378844737,19.20072378844737,0.4726039090854395,0.4726039353752214,10.780484110900108,6.634270827821567,7.040767694474767,14.193249429713921,14.193249429713921,8.6055654162263,2.0801837456448995,9.886803625282802,0.8209542167265864,0.099768757218381
31,5.59498188197456,4.412166741022439,-1.2437682315650855,2.121957182175173,4.030747048723056,1.2081222865049508,3.564566781249389,3.9699089074428855,7.850705205959269,0.8440695163948895,4.434543567873607,1.5214679482195002,1.816848696970807,1.816848696970807,5.336657319947747,5.828657818229684,5.828657818229684,6.906503455242502,6.906503455242502,6.860441207123944,21.04054319604502,19.104813484015484,19.104813484015484,0.3403704887212715,0.34037051221950776,11.28532385428068,7.164585453401068,6.842492629836265,14.44561067976269,14.44561067976269,8.164779885645,1.5419613576531699,9.487814047654034,0.8440695163948895,0.09996762293321244
32,5.807252982002606,4.065897616022735,-1.4827803218945135,1.8019361845267132,4.0231223796217765,1.148108063063904,3.8907203106424273,3.901337386205817,7.971865044311715,0.7668555280092867,5.2253846245040485,1.3736346059013458,1.978042572003561,1.978042572003561,5.457889904221792,6.0444370105880285,6.0444370105880285,7.150240169906481,7.150240169906481,7.095326245142157,21.096694990043467,18.95764106612233,18.95764106612233,0.6558513300959548,0.6558513581097931,10.769954146552314,6.99017698901889,7.057802175186769,14.102660281091485,14.102660281091485,8.391344178206985,2.2053688291731453,9.911574443589,0.7668555280092867,0.09981489474763913
33,5.71321664053905,4.167626950027502,-1.0541948078160803,2.135383762529201,3.9958877217665294,1.2695667740227106,3.3990856064603907,3.814988737010332,7.999784756785982,0.8752048404999494,4.465729179091416,1.865318724013759,1.8546018475538242,1.8546018475538242,5.530773206641904,5.9477836733581055,5.9477836733581055,7.087062499622105,7.087062499622105,7.048020995288281,21.068072820830608,19.25410660809221,19.25410660809221,0.6618931580139324,0.6618931779305999,11.242336681090867,7.436918889306684,7.21249188175663,14.392950323324175,14.392950323324175,8.624452684877557,1.7261501070254832,9.377987996309,0.8752048404999494,0.0999662970952283
34,5.6797893348199775,4.141998172404129,-1.7370513994100931,2.14743124161247,3.6947624322253008,0.9684014760899836,3.8208789655004463,4.259714918671255,8.041124229507272,0.710360275111463,5.084990381416214,0.9870314728423721,2.0224463467939167,2.0224463467939167,5.562287890910987,6.249417640941411,6.249417640941411,7.421353199566878,7.421353199566878,7.357022490256482,21.051350367943876,19.14570323478596,19.14570323478596,0.769510836248871,0.7695108690665964,10.64736403591936,7.147880175768931,7.047149736958037,14.46996592375662,14.46996592375662,8.203143447856082,1.7181670563136309,9.982675825476223,0.710360275111463,0.0997241105000749
35,5.625710077795266,4.5711887166358105,-1.4899179341815956,1.9184782558946385,3.791964621272078,1.1233057491314413,3.547044447548361,3.8086407924739016,8.185701946346722,0.7545353356665394,5.133273433921181,1.6645401164818634,2.321977684174005,2.321977684174005,5.45743270024693,6.046803249689346,6.046803249689346,7.197713971614626,7.197713971614626,7.142535709444186,21.111510926943403,19.282980765645583,19.282980765645583,0.7611666419303988,0.7611666700790867,11.981493581490327,7.1236539731460145,7.4383581986969975,14.701525038158076,14.701525038158076,8.511104121417416,2.0571378747422746,10.025769398871235,0.7545353356665394,0.09995315595081095
36,5.74069555519615,4.199212262675668,-1.3395410797246337,1.9909641558398727,3.8500461481820585,0.7950050037256992,3.642240407893362,4.272411907166874,8.019478115281395,0.7287391279423249,4.918486670320102,1.5598259810922017,2.0735240453988446,2.0735240453988446,5.597445071067899,6.127330673519993,6.127330673519993,7.364699337741383,7.364699337741383,7.315090196734754,20.721700326927795,19.08426537761799,19.08426537761799,0.6663675148136967,0.6663675401213478,10.69866976144726,7.0183162761966615,6.9309366716365375,14.576695268009772,14.576695268009772,8.336257884519362,1.8243432702677893,9.741160081750696,0.7287391279423249,0.09934316766623559
37,6.032304999853156,4.32889623418858,-1.3184240352567664,1.9328098982724458,3.6614052005038284,0.7005286337739498,3.4596367033427633,4.193344811110937,7.965582918517389,0.7328345633259427,4.827823201909464,1.4655110974644359,1.9173013465330064,1.9173013465330064,5.332768629441858,5.8543009099994405,5.8543009099994405,7.304166209938005,7.304166209938005,7.255339126646892,20.54022054092773,19.246079591039766,19.246079591039766,0.6059742242913551,0.6059742492000462,10.966696593682922,6.709666169580908,7.253180410316965,14.605587658635644,14.605587658635644,8.578758177821125,1.6474083641851465,9.564214908139341,0.7328345633259427,0.09997614791289768
38,6.36896439968123,4.3527836226287855,-1.278891248718172,1.8068326887708064,3.4390601838598203,0.8274922708873025,3.684427375219277,4.464623362094224,7.969780713823384,0.7362691218446683,4.920594742244528,1.711691736062118,2.006106843322731,2.006106843322731,5.283920197066162,5.789814394754408,5.789814394754408,7.429090586368032,7.429090586368032,7.381727577312089,20.941472152132985,19.02828551764733,19.02828551764733,0.516074365085581,0.5160743892473887,10.944064137939609,6.950165802661975,7.240827387727521,14.45392366514282,14.45392366514282,8.424164174536287,1.7055426417687687,9.35419509968215,0.7362691218446683,0.09998299598055423
39,5.977756230028986,4.557490975508886,-1.309668200115005,2.284185156159551,3.5973547410791147,0.645482758563906,3.8874908064342453,4.583250497528794,8.018512636088253,0.7762821803228753,4.725281877372867,1.4582650049359116,1.9237527186519126,1.9237527186519126,5.53815082707752,6.056219540112397,6.056219540112397,7.510321430461373,7.510321430461373,7.461818614538206,20.76920803293534,19.339243590160482,19.339243590160482,0.5603949594624393,0.560394984205709,11.168683545561366,6.891060806314332,6.847656299538061,14.656313887335678,14.656313887335678,8.052340408884668,1.5885741729658829,9.832258762793826,0.7762821803228753,0.09986673230227484
40,6.152452077020893,4.16774148895029,-1.1351790522663108,1.907872777193369,3.560517068126928,0.8302461006191273,3.4053142300640205,4.229764398943368,8.06633988358468,0.7368301770873582,4.817528011354633,1.9052417599804392,2.0407163515710818,2.0407163515710818,5.491390288333915,5.940435894404304,5.940435894404304,7.466184263071535,7.466184263071535,7.42414355336577,20.734921239459645,19.171079849128702,19.171079849128702,0.7762451256404663,0.7762451470871508,10.906995062132065,7.121200113603325,7.410753689685956,14.536759840599899,14.536759840599899,8.749577424055698,1.764572688316508,9.33665082188101,0.7368301770873582,0.09983734653436628
41,5.841824127505487,4.214195628243331,-1.32854462331161,2.186151802508486,3.6341739996818583,0.8545058054667354,3.6317549507369042,4.215975204328923,8.019406734780452,0.7249833592962759,4.780879707077402,1.4809985633773441,1.942801677934618,1.942801677934618,5.5580496759482845,6.083585382738762,6.083585382738762,7.418055953637118,7.418055953637118,7.368854060131162,20.696291945936622,19.18190203700979,19.18190203700979,0.7919570157079212,0.7919570408078185,10.910329474210148,7.080116863424784,7.1280810191390245,14.427075083447116,14.427075083447116,8.377371800849643,1.7042886942964346,9.670338769508955,0.7249833592962759,0.09976298283471369
42,6.02080584071254,4.455919336321158,-1.3107729979931053,1.7104900181316598,3.7925325342798213,0.7271830736040764,3.386499314248707,4.090501219262237,8.046609565076427,0.799981119870313,5.008867005864437,1.6711257780858566,2.1071862893276445,2.1071862893276445,5.30781255885793,5.826318299542116,5.826318299542116,7.238875907388415,7.238875907388415,7.190332175905025,20.685951877261374,19.30112116532508,19.30112116532508,0.5439494340003663,0.5439494587645082,11.283982212125252,6.673375077895129,7.360523296592824,14.816372480378073,14.816372480378073,8.725190111441364,1.836191039555552,9.66102168648551,0.799981119870313,0.09993217731958921
43,5.69286318461916,4.209919220943686,-1.4757519358607323,2.2465856391242327,3.7546425989665755,1.2194141367560707,3.8908961455421056,4.048497919895674,7.895826793474108,0.7803089326722082,4.750170162785934,1.2131460094443294,1.8109980767496459,1.8109980767496459,5.440980174849905,6.024747045041119,6.024747045041119,7.165239945758989,7.165239945758989,7.110586313268696,21.064405150760813,18.98239361494529,18.98239361494529,0.6454945307331124,0.6454945586141645,10.994467069913506,7.219322305727504,6.92949963081988,14.058274196054288,14.058274196054288,8.040737698500491,1.7314462996010804,9.734960587786382,0.7803089326722082,0.09988630476927086
